Id          ,Label              ,alternate_names                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,category ,modularity_class
PA10054     ,dexmethylphenidate ,d-methylphenidate ; ritadex ; dexmethylphenidate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Chemical ,               3
PA450850    ,pentamidine        ,"""1,3-bis(4-amidinophenoxy)pentane ; ""4, 4'-diamidinodiphenoxypentane ; ""pnt ; ""pentamide ; ""pentamidine isethionate"" ; pentamidine"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Chemical ,               1
PA451108    ,procainamide       ,procainamide ; biocoryl ; p-amino-n-(2-diethylaminoethyl)benzamide ; p-aminobenzoic diethylaminoethylamide ; procainamida ; procainamidum ; procan® ; pronestyl® ; procainamide                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               1
PA451260    ,ritonavir          ,abbott 84538 ; ritonavir ; ritonavir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Chemical ,               2
PA449958    ,ibutilide          ,ibutilida [inn-spanish] ; ibutilide ; ibutilide fumarate ; ibutilidum [inn-latin] ; ibutilide                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               1
PA450150    ,ketorolac          ,ketoralac ; ketorolac tromethamine ; ketorolaco [spanish] ; ketorolacum [latin] ; ketorolac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Chemical ,               5
PA450101    ,isocarboxazid      ,isocarbonazid ; isocarbossazide [dcit] ; isocarboxazida [inn-spanish] ; isocarboxazide ; isocarboxazide [inn-french] ; isocarboxazidum [inn-latin] ; isocarboxyzid ; isocarboxazid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               3
PA450903    ,phenelzine         ,nardil ; phenelzine sulfate ; nardil® ; phenelzine ; phenethyl-hydrazine ; phenethylhydrazine ; phenelzine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Chemical ,               3
PA451333    ,sertraline         ,sertralina [spanish] ; sertraline hydrochloride ; sertralinum [latin] ; sultamicillin tosylate ; sertraline                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Chemical ,               3
PA449373    ,disopyramide       ,disopiramida [inn-spanish] ; disopyramide free base ; disopyramide phosphate ; disopyramidum [inn-latin] ; disopyramide                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Chemical ,               1
PA451718    ,tolbutamide        ,tolbutamide ; tolbutamide sodium ; 1-butyl-3-(p-methylphenylsulfonyl)urea ; 1-butyl-3-(p-methylphenylsulfonyl)urea ; 1-butyl-3-(p-tolylsulfonyl)urea ; 1-butyl-3-(p-tolylsulfonyl)urea ; 1-butyl-3-tosylurea ; 1-p-toluenesulfonyl-3-butylurea ; 1-p-toluenesulfonyl-3-butylurea ; 3-(p-tolyl-4-sulfonyl)-1-butylurea ; 3-(p-tolyl-4-sulfonyl)-1-butylurea ; n-(4-methylbenzenesulfonyl)-n'-butylurea ; n-(4-methylbenzenesulfonyl)-n'-butylurea ; n-(4-methylphenylsulfonyl)-n'-butylurea ; n-(4-methylphenylsulfonyl)-n'-butylurea ; n-(p-methylbenzenesulfonyl)-n'-butylurea ; n-(p-methylbenzenesulfonyl)-n'-butylurea ; n-(sulfonyl-p-methylbenzene)-n'-n-butylurea ; n-(sulfonyl-p-methylbenzene)-n'-n-butylurea ; n-butyl-n'-(4-methylphenylsulfonyl)urea ; n-butyl-n'-(4-methylphenylsulfonyl)urea ; n-butyl-n'-(p-tolylsulfonyl)urea ; n-butyl-n'-p-toluenesulfonylurea ; n-butyl-n'-p-toluenesulfonylurea ; n-n-butyl-n'-tosylurea ; n-n-butyl-n'-tosylurea ; orinase (tn) ; orinase (tn) ; orinase® ; tolbutamida ; tolbutamidum ; tolylsulfonylbutylurea ; tolbutamide ,Chemical ,               4
PA450555    ,moxifloxacin       ,bay 12-8039 ; moxifloxacin hcl ; moxifloxacin hydrochloride ; moxifloxacin ; moxifloxacin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Chemical ,               1
PA448871    ,celecoxib          ,celocoxib ; celecoxib ; celecoxib                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Chemical ,               5
PA451544    ,sulfamethoxazole   ,urobak ; smz ; smx ; sulfamethoxazole ; acetylsulfamethoxazole ; 3-(p-aminophenylsulfonamido)-5-methylisoxazole ; 3-(p-aminophenylsulfonamido)-5-methylisoxazole ; 3-sulfanilamido-5-methylisoxazole ; 3-sulfanilamido-5-methylisoxazole ; 4-amino-n-(5-methyl-3-isoxazolyl)benzenesulfonamide ; 4-amino-n-(5-methyl-3-isoxazolyl)benzenesulfonamide ; gantanol ; gantanol (tn) ; gantanol-ds ; ro-42130 ; sinomin ; sulphamethoxazole ; suphamethoxazole ; sulfamethoxazole                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               5
PA449969    ,imipramine         ,"10,11-dihydro-n,n-dimethyl-5h-dibenz[b,f]azepine-5-propanamine ; 3-(5h-dibenzo[b,f]azepin-5-yl)-n,n-dimethylpropan-1-amine ; 5-[3-(dimethylamino)propyl]-10,11-dihydro-5h-dibenz[b,f]azepine ; melipramine ; n-(gamma-dimethylaminopropyl)iminodibenzyl ; n-(γ-dimethylaminopropyl)iminodibenzyl ; imipramine"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               3
PA449653    ,fluconazole        ,"fluconazole ; 2-(2,4-difluorophenyl)-1,3-di(1h-1,2,4-triazol-1-yl)propan-2-ol ; 2,4-difluoro-alpha,alpha-bis(1h-1,2,4-triazol-1-ylmethyl)benzyl alcohol ; biozole ; diflucan ; elazor ; fluconazol ; fluconazolum ; triflucan ; fluconazole"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               2
PA449009    ,ciprofloxacin      ,ciprofloxacin hcl ; ciprofloxacin dihydrochloride ; ciprofloxacin hydrochloride ; ciprofloxacin monohydrochloride ; ciprofloxacina ; ciprofloxacin ; ciprofloxacin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               6
PA450132    ,itraconazole       ,itc ; itcz ; itr ; itz ; itraconazol [spanish] ; itraconazolum [latin] ; itraconazole ; itraconazole                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Chemical ,               2
PA164747651 ,ergotamine         ,"(5'alpha)-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione ; (5'α)-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione ; 12'-hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione ; 12'-hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione ; 12'-hydroxy-2'-methyl-5'α-(phenylmethyl)ergotaman-3',6',18-trione ; cafergot® ; ergomar® ; ergotamin ; ergotamina ; ergotamine ; ergotaminum ; gynergen ; ergotamine"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               2
PA449422    ,droperidol         ,"1-{1-[3-(p-fluorobenzoyl)propyl]-1,2,3,6-tetrahydro-4-pyridyl}-2-benzimidazolinone ; 1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one ; 1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1h-benzo[d]imidazol-2-one ; 1-{1-[4-(p-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridyl}-2-benzimidazolinone ; mcn-jr-4749 ; r-4749 ; droperidol"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Chemical ,               1
PA163522473 ,tipranavir         ,tpv ; tipranavir ; tipranavir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               2
PA448422    ,amprenavir         ,amp ; amv ; apv ; vx-478 ; amprenavir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               2
PA451954    ,zidovudine         ,azt ; zidovudine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Chemical ,               2
PA449690    ,fluvoxamine        ,fluvoxamina [inn-spanish] ; fluvoxamine maleate ; fluvoxaminum [inn-latin] ; fluvoxamine ; fluvoxamine-cr ; fluvoxamine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Chemical ,               3
PA449334    ,diltiazem          ,d-cis-diltiazem ; diltiazem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Chemical ,               2
PA449982    ,indomethacin       ,imn ; indometacine ; indometacyna ; indomethacine ; indomethacinum ; indomethancin ; indomethazine ; indomethine ; indometicina ; indomethacin ; indomethacin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               5
PA10233     ,voriconazole       ,vcz ; voriconazole ; voriconazole                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Chemical ,               5
PA449028    ,clarithromycin     ,cla ; clarithromycine ; clathromycin ; clarithromycin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               1
PA164742986 ,anagrelide         ,anagrelide hcl ; anagrelide hydrochloride ; bl-4162a ; anagrelide                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Chemical ,               1
PA448385    ,amitriptyline      ,amitriprolidine ; amitriptylin ; amitriptyline hcl ; amitriptyline hydrochloride ; amitryptiline ; amitryptyline ; amytriptiline ; amitriptyline                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Chemical ,               3
PA164783809 ,rifapentine        ,cyclopentyl rifampin ; rifapentine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               2
PA164754755 ,bepridil           ,bepadin ; bepridil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               1
PA448519    ,azithromycin       ,aritromicina [spanish] ; azithramycine ; azithromycin dihydrate ; azithromycine [french] ; azithromycinum [latin] ; azithromycin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Chemical ,               1
PA163522472 ,darunavir          ,aids073035 ; darunavirum [inn-latin] ; tmc-114 ; tmc114 ; uic-94017 ; darunavir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               2
PA449001    ,cimetidine         ,cimetidine a/ab ; cimetidine hcl ; cimetidine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               2
PA451249    ,rifabutin          ,ansatipin ; ansatipine ; antibiotic lm 427 ; rbt ; rifabutina [spanish] ; rifabutine [french] ; rifabutinum [latin] ; rifabutin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               2
PA450164    ,lamotrigine        ,gw 273293 ; lamotrigina [spanish] ; lamotriginum [latin] ; lamotrigine ; lamotrigine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Chemical ,               2
PA450272    ,lovastatin         ,6 alpha-methylcompactin ; lovastatina [spanish] ; lovastatine [french] ; lovastatinum [latin] ; lovastatin ; lovastatin lactone ; lovastatin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               2
PA449750    ,gemfibrozil        ,"gemfibrozil ; 2,2-dimethyl-5-(2,5-dimethylphenoxy)valeriansaeure ; 2,2-dimethyl-5-(2,5-xylyloxy)valeric acid ; ci-719 ; gemfibrozilo ; gemfibrozilum ; gen-fibro® ; jezil® ; gemfibrozil"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Chemical ,               5
PA10804     ,imatinib           ,imatinib mesylate ; imatinib methansulfonate ; sti-571 ; imatinib                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Chemical ,               2
PA450464    ,methylphenidate    ,methyl phenidyl acetate ; methylphenidate hcl ; methylphenidate hydrochloride ; methylphenidatum [inn-latin] ; methylphenidylacetate hydrochloride ; metilfenidat hydrochloride ; metilfenidato [inn-spanish] ; metilfenidato [italian] ; phenidylate ; d-methylphenidate hcl ; methylphenidate ; methylphenidate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Chemical ,               3
PA450730    ,oxaprozin          ,oxaprozina [inn-spanish] ; oxaprozine [inn-french] ; oxaprozinum [inn-latin] ; oxaprozin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Chemical ,               5
PA450947    ,phenytoin          ,"""5,5-dwufenylohydantoina ; ""5,5-diphenylhydantoin ; ""dph ; ""difenilhidantoina [spanish] ; ""dihydantoin ; ""diphenylan sodium ; ""diphenylhydantoin ; ""diphenylhydantoine [french] ; ""diphenylhydatanoin ; ""fenitoina [inn-spanish] ; ""phenytoin sodium ; ""phenytoine ; ""phenytoine [inn-french] ; ""phenytoinum [inn-latin]"" ; phenytoin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Chemical ,               2
PA449048    ,clomipramine       ,3-chloroimipramine ; chlorimipramine ; clomipramina [inn-spanish] ; clomipramine hcl ; clomipraminum [inn-latin] ; monochlorimipramine ; clomipramine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               3
PA449688    ,fluvastatin        ,fluindostatin ; fluvastatina [inn-spanish] ; fluvastatine [inn-french] ; fluvastatinum [inn-latin] ; fluvastatin sodium ; fluvastatin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               5
PA448497    ,aspirin            ,"""2-acetoxybenzenecarboxylic acid ; ""2-acetoxybenzoic acid ; ""2-carboxyphenyl acetate ; ""a.s.a. ; ""asa ; ""acetilsalicilico ; ""acetilum acidulatum ; ""acetosalic acid ; ""acetoxybenzoic acid ; ""acetylsalicylate ; ""acetylsalicylic acid ; ""acetylsalicylsaure ; ""acetysalicylic acid ; ""acide acetylsalicylique ; ""acido o-acetil-benzoico ; ""acido acetilsalicilico ; ""acidum acetylsalicylicum ; ""kyselina 2-acetoxybenzoova ; ""kyselina acetylsalicylova ; ""o-acetylsalicylic acid ; ""o-accetylsalicylic acid ; ""salicylic acid acetate ; ""salicylic acid, acetate ; ""o-acetoxybenzoic acid ; ""o-carboxyphenyl acetate"" ; aspirin"                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               4
PA449011    ,cisapride          ,cisapride ; cisapride                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               1
PA451846    ,valproic acid      ,2-propylvaleric acid ; dpa ; di-n-propylacetic acid ; di-n-propylessigsaure ; dipropylacetic acid ; kyselina 2-propylvalerova ; myproic acid ; propylvaleric acid ; sodium hydrogen divalproate ; vpa ; valproate semisodique [french] ; valproate semisodium ; valproato semisodico [spanish] ; valproatum seminatricum [latin] ; n-dpa ; n-dipropylacetic acid ; valproate ; valproic acid ; valproic acid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               4
PA451145    ,propranolol        ,"""dl-propranolol hydrochloride ; ""propanalol ; ""propanolol ; ""propranalol ; ""propranolol hcl ; ""propranolol hydrochloride ; ""r,s-propranolol hydrochloride ; ""propranolol"" ; propranolol"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               2
PA450801    ,paroxetine         ,paroxetina [inn-spanish] ; paroxetine hcl ; paroxetinum [inn-latin] ; paroxetine ; paroxetine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chemical ,               3
PA449673    ,fluoxetine         ,fluoxetina [inn-spanish] ; fluoxetina [spanish] ; fluoxetine hcl ; fluoxetine hydrochloride ; fluoxetinum [inn-latin] ; fluoxetine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Chemical ,               3
PA451868    ,verapamil          ,verapamil hcl ; verapamil [usan:ban:inn] ; verapamilo [inn-spanish] ; verapamilum [inn-latin] ; verapamil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Chemical ,               2
PA448486    ,arsenic trioxide   ,"""acide arsenieux [french] ; ""anhydride arsenieux [french] ; ""arseni trioxydum ; ""arsenic blanc [french] ; ""arsenic oxide ; ""arsenic oxidearsenous trioxide ; ""arsenic sesquioxide ; ""arsenic trioxide [un1561] [poison] ; ""arsenic, white ; ""arsenicum album ; ""arsenigen saure [german] ; ""arsenious acid ; ""arsenious acid anhydride ; ""arsenious oxide ; ""arsenious trioxide ; ""arsenous acid ; ""arsenous acid anhydride ; ""arsenous anhydride ; ""arsenous oxide ; ""arsenous oxide anhydride ; ""arsentrioxide ; ""crude arsenic ; ""di-arsenic trioxide ; ""diarsenic trioxide ; ""diarsonic trioxide ; ""hsdb 419 ; ""oxyde arsenieux [iso-french] ; ""poison flour ; ""white arsenic ; ""arsenic trioxide"" ; arsenic trioxide"                                                                                                                                                                                                                                                                                                                         ,Chemical ,               1
00749       ,(rs)-etodolac      ,"(+-)-1,8-diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid ; (1,8-diethyl-1,3,4,9-tetrahydro-pyrano[3,4-b]indol-1-yl)-acetic acid ; 1,3,4,9-tetrahydro-1,8-diethylpyrano(3,4-b)indole-1-acetic acid ; 1,8-diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid ; 1,8-diethyl-1,3,4,9-tetrahydropyrano[3,4-b]indol-1-ylacetic acid ; ay-24236 ; (rs)-etodolac"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Chemical ,               5
00682       ,rac-warfarin       ,rac-warfarin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               5
00379       ,(rs)-mexiletine    ,"(+-)-1-(2,6-dimethylphenoxy)propan-2-amine ; (2rs)-1-(2,6-dimethylphenoxy)-2-aminopropane ; 1-(2,6-dimethylphenoxy)-2-propanamine ; 1-(2',6'-dimethylphenoxy)-2-aminopropane ; 1-methyl-2-(2,6-xylyloxy)ethanamine ; (rs)-mexiletine"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Chemical ,               6
00573       ,(rs)-fenoprofen    ,(+-)-2-(3-phenoxyphenyl)propionic acid ; (+-)-m-phenoxyhydratropic acid ; (+/-)-fenoprofen ; (+/-)-m-phenoxyhydratropic acid ; 2-(3-phenoxyphenyl)propionic acid ; 2-(m-phenoxyphenyl)propionic acid ; 3-phenoxyhydratropic acid ; alpha-(m-phenoxyphenyl)propionic acid ; alpha-methyl-3-phenoxybenzeneacetic acid ; dl-2-(3-phenoxyphenyl)propionic acid ; (rs)-fenoprofen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chemical ,               5
14750       ,cidoxepin          ,(z)-doxepin ; cidoxepin ; sinequan ; zonalon ; cidoxepin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Chemical ,               3
01182       ,(rs)-propafenone   ,1-{2-[2-hydroxy-3-(propylamino)propoxy]phenyl}-3-phenyl-1-propanone ; 2-(2'-hydroxy-3'-propylaminopropoxy)-omega-phenylpropiophenone ; gnf-pf-4594 ; (rs)-propafenone                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Chemical ,               6
