Id           ,Label                                                    ,category ,modularity_class_diseases
PA446861     ,"hepatitis, autoimmune"                                  ,Disease  ,                        0
PA443832     ,cystinuria                                               ,Disease  ,                        0
PA446390     ,"malaria, falciparum"                                    ,Disease  ,                       12
PA444446     ,hepatolenticular degeneration                            ,Disease  ,                        0
DOID:445     ,bartter disease                                          ,Disease  ,                        3
PA445381     ,adenomatous polyposis coli                               ,Disease  ,                        0
PA443940     ,"ductus arteriosus, patent"                              ,Disease  ,                        0
PA447258     ,glomerulosclerosis                                       ,Disease  ,                        0
DOID:1727    ,retinal vein occlusion                                   ,Disease  ,                        1
PA443286     ,"adrenal hyperplasia, congenital"                        ,Disease  ,                        0
PA446446     ,porphyria cutanea tarda                                  ,Disease  ,                        0
PA443464     ,autoimmune diseases                                      ,Disease  ,                        0
PA445320     ,photosensitivity disorders                               ,Disease  ,                        0
PA445552     ,rheumatic fever                                          ,Disease  ,                        3
PA443880     ,"dermatitis, contact"                                    ,Disease  ,                        7
PA443445     ,"aspergillosis, allergic bronchopulmonary"               ,Disease  ,                        7
PA445735     ,status asthmaticus                                       ,Disease  ,                        7
DOID:9111    ,cutaneous leishmaniasis                                  ,Disease  ,                        7
PA443820     ,cryptococcosis                                           ,Disease  ,                        7
DOID:12662   ,paracoccidioidomycosis                                   ,Disease  ,                        7
DOID:2272    ,vulvovaginal candidiasis                                 ,Disease  ,                        7
DOID:0050134 ,dermatomycosis                                           ,Disease  ,                        7
PA444482     ,histoplasmosis                                           ,Disease  ,                        7
PA444739     ,leishmaniasis                                            ,Disease  ,                        7
PA443600     ,"candidiasis, oral"                                      ,Disease  ,                        7
DOID:14484   ,sporotrichosis                                           ,Disease  ,                        7
DOID:12663   ,blastomycosis                                            ,Disease  ,                        7
DOID:13450   ,coccidioidomycosis                                       ,Disease  ,                        7
PA445009     ,mycoses                                                  ,Disease  ,                        7
PA444549     ,disorders of excessive somnolence                        ,Disease  ,                       16
DOID:303     ,substance use disorder                                   ,Disease  ,                       16
PA444281     ,glaucoma                                                 ,Disease  ,                        3
PA445131     ,obesity                                                  ,Disease  ,                       16
PA445647     ,"shock, septic"                                          ,Disease  ,                        0
PA447055     ,"lymphoma, mantle-cell"                                  ,Disease  ,                        0
PA443555     ,brain edema                                              ,Disease  ,                        0
DOID:4449    ,macular retinal edema                                    ,Disease  ,                        1
DOID:13406   ,pulmonary sarcoidosis                                    ,Disease  ,                        0
PA443751     ,collagen diseases                                        ,Disease  ,                        0
PA444119     ,eye diseases                                             ,Disease  ,                        0
PA443264     ,addison disease                                          ,Disease  ,                        0
PA446432     ,beta-thalassemia                                         ,Disease  ,                        0
DOID:10923   ,sickle-cell disease                                      ,Disease  ,                        0
PA445016     ,myeloproliferative disorders                             ,Disease  ,                        0
DOID:10124   ,corneal disease                                          ,Disease  ,                        0
PA445833     ,thalassemia                                              ,Disease  ,                        0
DOID:2352    ,hfe hereditary haemochromatosis                          ,Disease  ,                        0
PA443553     ,brain diseases                                           ,Disease  ,                        3
PA444801     ,liver diseases                                           ,Disease  ,                        3
PA444797     ,liver cirrhosis                                          ,Disease  ,                        3
PA444017     ,"encephalitis, japanese"                                 ,Disease  ,                        3
PA445137     ,ocular hypertension                                      ,Disease  ,                        3
PA166048729  ,anuria                                                   ,Disease  ,                        3
PA445378     ,polycythemia vera                                        ,Disease  ,                        0
DOID:5409    ,lung small cell carcinoma                                ,Disease  ,                        1
PA445599     ,"sarcoma, kaposi"                                        ,Disease  ,                        1
PA445845     ,"thrombocythemia, essential"                             ,Disease  ,                        0
PA446004     ,uterine neoplasms                                        ,Disease  ,                        1
DOID:5648    ,choroid plexus carcinoma                                 ,Disease  ,                        1
DOID:0111412 ,exudative vitreoretinopathy 1                            ,Disease  ,                        1
DOID:2994    ,germ cell cancer                                         ,Disease  ,                        1
DOID:2228    ,thrombogavitis                                           ,Disease  ,                        0
PA445377     ,polycythemia                                             ,Disease  ,                        0
DOID:2870    ,endometrial adenocarcinoma                               ,Disease  ,                        1
PA444485     ,hodgkin disease                                          ,Disease  ,                        1
DOID:1963    ,fallopian tube carcinoma                                 ,Disease  ,                        1
DOID:5556    ,testicular malignant germ cell cancer                    ,Disease  ,                        1
PA446108     ,colorectal neoplasms                                     ,Disease  ,                        1
PA446205     ,histiocytosis                                            ,Disease  ,                        1
PA446615     ,"rhabdomyosarcoma, alveolar"                             ,Disease  ,                        1
PA445218     ,pancreatic neoplasms                                     ,Disease  ,                        1
DOID:3620    ,central nervous system cancer                            ,Disease  ,                        1
DOID:4001    ,ovarian carcinoma                                        ,Disease  ,                        1
DOID:4961    ,bone marrow disease                                      ,Disease  ,                        1
PA446335     ,corneal neovascularization                               ,Disease  ,                        1
PA444913     ,meningioma                                               ,Disease  ,                        0
DOID:10873   ,kuhnt-junius degeneration                                ,Disease  ,                        1
DOID:1725    ,peritoneum cancer                                        ,Disease  ,                        1
DOID:235     ,colonic benign neoplasm                                  ,Disease  ,                        1
DOID:688     ,embryonal cancer                                         ,Disease  ,                        1
PA446651     ,"carcinoma, neuroendocrine"                              ,Disease  ,                        1
PA443895     ,diabetic retinopathy                                     ,Disease  ,                        1
PA443720     ,choriocarcinoma                                          ,Disease  ,                        1
PA162372808  ,hypogonadism                                             ,Disease  ,                       16
PA444719     ,laryngeal neoplasms                                      ,Disease  ,                        1
DOID:0060123 ,connective tissue benign neoplasm                        ,Disease  ,                        1
DOID:5411    ,lung oat cell carcinoma                                  ,Disease  ,                        1
DOID:0080779 ,plasmablastic lymphoma                                   ,Disease  ,                        0
PA446361     ,"ovarian failure, premature"                             ,Disease  ,                       16
DOID:4015    ,spindle cell carcinoma                                   ,Disease  ,                        1
PA444926     ,"menopause, premature"                                   ,Disease  ,                       16
DOID:5525    ,anal squamous cell carcinoma                             ,Disease  ,                        1
DOID:2513    ,basal-cell carcinoma                                     ,Disease  ,                        1
DOID:11603   ,infant gynecomastia                                      ,Disease  ,                        1
PA444606     ,erectile dysfunction                                     ,Disease  ,                        3
DOID:0050743 ,mature t-cell and nk-cell lymphoma                       ,Disease  ,                        0
PA444580     ,hypopituitarism                                          ,Disease  ,                        1
PA446580     ,hepatoblastoma                                           ,Disease  ,                        1
PA445203     ,ovarian diseases                                         ,Disease  ,                       16
DOID:0080210 ,primary mediastinal b-cell lymphoma                      ,Disease  ,                        0
PA445683     ,skin neoplasms                                           ,Disease  ,                        1
DOID:4359    ,amelanotic melanoma                                      ,Disease  ,                        1
DOID:9903    ,meibomian cyst                                           ,Disease  ,                        1
PA443565     ,bronchial spasm                                          ,Disease  ,                        7
PA445466     ,pulmonary emphysema                                      ,Disease  ,                        7
DOID:990     ,congenital heart block                                   ,Disease  ,                        7
PA446769     ,"anemia, iron-deficiency"                                ,Disease  ,                        0
DOID:11759   ,hypochromic anemia                                       ,Disease  ,                        0
PA445296     ,periodontal diseases                                     ,Disease  ,                       12
DOID:1217    ,fascioloidiasis                                          ,Disease  ,                       12
PA444741     ,"leishmaniasis, visceral"                                ,Disease  ,                        7
PA447050     ,hypokalemic periodic paralysis                           ,Disease  ,                        3
PA447049     ,"paralysis, hyperkalemic periodic"                       ,Disease  ,                        3
PA445376     ,polycystic ovary syndrome                                ,Disease  ,                        0
PA444365     ,heart arrest                                             ,Disease  ,                       13
DOID:8741    ,seborrhoeic dermatitis                                   ,Disease  ,                        7
DOID:3136    ,scalp dermatosis                                         ,Disease  ,                        7
PA444039     ,endometrial hyperplasia                                  ,Disease  ,                       16
PA445361     ,"pneumonia, pneumocystis"                                ,Disease  ,                       12
DOID:3401    ,syndrome of inappropriate antidiuretic hormone secretion ,Disease  ,                       12
DOID:11165   ,common wart                                              ,Disease  ,                        1
PA445375     ,"polychondritis, relapsing"                              ,Disease  ,                        0
DOID:888     ,fasciolopsiasis                                          ,Disease  ,                        4
DOID:3134    ,facial dermatosis                                        ,Disease  ,                        7
PA443877     ,dermatitis herpetiformis                                 ,Disease  ,                        0
PA443283     ,adrenocortical hyperfunction                             ,Disease  ,                        0
PA165108526  ,postural orthostatic tachycardia syndrome                ,Disease  ,                        0
PA443265     ,adenocarcinoma                                           ,Disease  ,                        1
DOID:5289    ,uterus leiomyosarcoma                                    ,Disease  ,                        1
PA447138     ,"carcinoma, pancreatic ductal"                           ,Disease  ,                        1
PA443269     ,adenoma                                                  ,Disease  ,                        1
DOID:4916    ,pituitary carcinoma                                      ,Disease  ,                        1
PA443254     ,acromegaly                                               ,Disease  ,                       16
DOID:2559    ,opiate dependence                                        ,Disease  ,                       16
DOID:9973    ,non-controlled substance abuse                           ,Disease  ,                       16
PA443314     ,alopecia                                                 ,Disease  ,                        3
DOID:47      ,prostate disease                                         ,Disease  ,                        3
PA443327     ,amnesia                                                  ,Disease  ,                       16
PA446098     ,"dementia, vascular"                                     ,Disease  ,                       16
PA447127     ,lewy body disease                                        ,Disease  ,                       16
PA447182     ,"anemia, diamond-blackfan"                               ,Disease  ,                        0
DOID:2351    ,iron metabolism disease                                  ,Disease  ,                        0
DOID:7725    ,tonic–clonic seizure                                     ,Disease  ,                       16
DOID:2481    ,infantile epileptic encephalopathy                       ,Disease  ,                       16
PA447004     ,migraine with aura                                       ,Disease  ,                       16
PA446854     ,intracranial hypertension                                ,Disease  ,                       16
PA446107     ,prolactinoma                                             ,Disease  ,                       16
PA444545     ,hyperprolactinemia                                       ,Disease  ,                       16
PA443324     ,amenorrhea                                               ,Disease  ,                       16
PA445104     ,neuroleptic malignant syndrome                           ,Disease  ,                       16
DOID:60009   ,benign neoplasm of pituitary gland                       ,Disease  ,                       16
DOID:5396    ,prolactin producing pituitary tumor                      ,Disease  ,                       16
PA166048742  ,myxedema                                                 ,Disease  ,                        5
PA445859     ,"thyroiditis, autoimmune"                                ,Disease  ,                        5
PA444589     ,hypothyroidism                                           ,Disease  ,                        5
PA444307     ,goiter                                                   ,Disease  ,                        5
DOID:3963    ,thyroid carcinoma                                        ,Disease  ,                        5
PA445862     ,thyrotoxicosis                                           ,Disease  ,                        5
PA445811     ,takayasu arteritis                                       ,Disease  ,                        0
PA166048852  ,spondylolysis                                            ,Disease  ,                       16
DOID:0080743 ,transverse myelitis                                      ,Disease  ,                       16
DOID:5612    ,spinal cancer                                            ,Disease  ,                       16
PA444494     ,huntington disease                                       ,Disease  ,                       16
PA445489     ,quadriplegia                                             ,Disease  ,                       16
DOID:10968   ,spastic monoplegia                                       ,Disease  ,                       16
PA444435     ,hepatitis                                                ,Disease  ,                        3
PA444445     ,hepatitis c                                              ,Disease  ,                        3
PA444437     ,hepatitis b                                              ,Disease  ,                        3
DOID:2731    ,vesiculobullous skin disease                             ,Disease  ,                        0
DOID:8508    ,subcorneal pustular dermatosis                           ,Disease  ,                        0
PA165108230  ,hemorrhagic nephroso-nephritis                           ,Disease  ,                        0
DOID:1023    ,borderline leprosy                                       ,Disease  ,                        0
DOID:0080356 ,igg4-related disease                                     ,Disease  ,                        0
PA444135     ,facial paralysis                                         ,Disease  ,                       13
PA443754     ,colonic diseases                                         ,Disease  ,                       13
DOID:14332   ,postencephalitic parkinson disease                       ,Disease  ,                       13
PA446255     ,iridocyclitis                                            ,Disease  ,                       13
PA445481     ,"purpura, thrombotic thrombocytopenic"                   ,Disease  ,                        0
PA443885     ,diabetes insipidus                                       ,Disease  ,                        0
PA444755     ,"leukemia, hairy cell"                                   ,Disease  ,                        0
PA444266     ,giant lymph node hyperplasia                             ,Disease  ,                        0
PA166159389  ,cryoglobulinemia                                         ,Disease  ,                        0
PA444071     ,"epilepsy, temporal lobe"                                ,Disease  ,                       16
PA446047     ,vitiligo                                                 ,Disease  ,                        0
DOID:10123   ,pigmentation disorder                                    ,Disease  ,                        0
DOID:3156    ,incontinentia pigmenti achromians                        ,Disease  ,                        0
PA446320     ,"lymphoma, t-cell, cutaneous"                            ,Disease  ,                        0
DOID:2474    ,vernal conjunctivitis                                    ,Disease  ,                        7
DOID:2457    ,giant papillary conjunctivitis                           ,Disease  ,                        7
DOID:9746    ,hemorrhoid                                               ,Disease  ,                        7
PA444282     ,"glaucoma, open-angle"                                   ,Disease  ,                        3
DOID:1897    ,sigmoid disease                                          ,Disease  ,                        0
PA165109167  ,microscopic colitis                                      ,Disease  ,                        0
PA444748     ,lesch-nyhan syndrome                                     ,Disease  ,                        0
PA166048814  ,hyperuricemia                                            ,Disease  ,                        0
PA165108247  ,enterobiasis                                             ,Disease  ,                        4
DOID:11379   ,gnathomiasis                                             ,Disease  ,                        4
DOID:12148   ,alveolar echinococcosis                                  ,Disease  ,                        4
DOID:1496    ,echinococcosis                                           ,Disease  ,                        4
DOID:7033    ,anisakiasis                                              ,Disease  ,                        4
PA166048864  ,ascariasis                                               ,Disease  ,                        4
PA166048833  ,ancylostomiasis                                          ,Disease  ,                        4
PA166048838  ,hymenolepiasis                                           ,Disease  ,                        4
PA166048837  ,necatoriasis                                             ,Disease  ,                        4
PA166048831  ,cysticercosis                                            ,Disease  ,                        4
DOID:12211   ,filarial elephantiasis                                   ,Disease  ,                        4
PA443739     ,clonorchiasis                                            ,Disease  ,                        4
PA166048832  ,opisthorchiasis                                          ,Disease  ,                        4
DOID:1082    ,dirofilariasis                                           ,Disease  ,                        4
PA445604     ,scabies                                                  ,Disease  ,                        4
DOID:5502    ,lice infestation                                         ,Disease  ,                        4
PA166048861  ,elephantiasis                                            ,Disease  ,                        4
PA166048862  ,mansonelliasis                                           ,Disease  ,                        4
PA166048860  ,onchocerciasis                                           ,Disease  ,                        4
DOID:9201    ,lichen planus                                            ,Disease  ,                        0
DOID:10966   ,lipoid nephrosis                                         ,Disease  ,                        0
PA444288     ,"glomerulonephritis, iga"                                ,Disease  ,                        0
PA166048802  ,thyroid crisis                                           ,Disease  ,                        5
PA444558     ,hyperthyroidism                                          ,Disease  ,                        5
PA447279     ,"rhinitis, allergic, seasonal"                           ,Disease  ,                        7
PA445691     ,smallpox                                                 ,Disease  ,                        6
DOID:3292    ,mpox                                                     ,Disease  ,                        6
PA444590     ,hypotrichosis                                            ,Disease  ,                        3
DOID:13550   ,angle-closure glaucoma                                   ,Disease  ,                        3
PA165108380  ,rift valley fever                                        ,Disease  ,                        3
PA165108855  ,congo-crimean haemorrhagic fever                         ,Disease  ,                        3
DOID:526     ,human immunodeficiency virus infectious disease          ,Disease  ,                        3
DOID:1273    ,respiratory syncytial virus infectious disease           ,Disease  ,                        3
DOID:13801   ,pharyngoconjunctival fever                               ,Disease  ,                        3
DOID:4411    ,hepatitis e                                              ,Disease  ,                        3
DOID:635     ,hiv/aids                                                 ,Disease  ,                        3
DOID:0050197 ,brazilian hemorrhagic fever                              ,Disease  ,                        3
DOID:0050195 ,bolivian hemorrhagic fever                               ,Disease  ,                        3
DOID:0050194 ,argentine hemorrhagic fever                              ,Disease  ,                        3
PA445206     ,"paget's disease, mammary"                               ,Disease  ,                       13
DOID:3158    ,hand dermatosis                                          ,Disease  ,                        7
DOID:3142    ,leg dermatosis                                           ,Disease  ,                        7
PA445939     ,chagas disease                                           ,Disease  ,                        7
DOID:1219    ,dicrocoeliasis                                           ,Disease  ,                        4
DOID:885     ,fasciolosis                                              ,Disease  ,                        4
DOID:884     ,metagonimiasis                                           ,Disease  ,                        4
DOID:10699   ,paragonimiasis                                           ,Disease  ,                        4
DOID:882     ,heterophyiasis                                           ,Disease  ,                        4
DOID:10080   ,sparganosis                                              ,Disease  ,                        4
PA445547     ,reye syndrome                                            ,Disease  ,                       16
PA165108392  ,cryptococcal meningitis                                  ,Disease  ,                        7
DOID:1562    ,chromoblastomycosis                                      ,Disease  ,                        7
DOID:0050246 ,granulomatous amebic encephalitis                        ,Disease  ,                        7
PA446560     ,glucose intolerance                                      ,Disease  ,                        8
DOID:0111100 ,maturity-onset diabetes of the young type 2              ,Disease  ,                        8
DOID:9744    ,type-1 diabetes                                          ,Disease  ,                        8
PA444432     ,hepatic encephalopathy                                   ,Disease  ,                       13
PA443782     ,constipation                                             ,Disease  ,                       13
PA444297     ,glycogen storage disease                                 ,Disease  ,                        9
DOID:2752    ,glycogen storage disease ii                              ,Disease  ,                        9
PA444062     ,epidermolysis bullosa                                    ,Disease  ,                       16
DOID:9584    ,venezuelan equine encephalitis                           ,Disease  ,                       16
PA443705     ,cholelithiasis                                           ,Disease  ,                        0
PA445954     ,"tuberculosis, miliary"                                  ,Disease  ,                       12
DOID:9463    ,otitis externa                                           ,Disease  ,                       12
DOID:4889    ,scrofula                                                 ,Disease  ,                       12
PA444958     ,molluscum contagiosum                                    ,Disease  ,                        1
PA443798     ,coronary thrombosis                                      ,Disease  ,                        3
PA443703     ,cholangitis                                              ,Disease  ,                        0
PA446277     ,ichthyosis vulgaris                                      ,Disease  ,                        1
DOID:13868   ,hypoactive sexual desire disorder                        ,Disease  ,                        3
PA443599     ,"candidiasis, cutaneous"                                 ,Disease  ,                        7
DOID:11608   ,fungal meningitis                                        ,Disease  ,                        7
PA444668     ,keratitis                                                ,Disease  ,                        7
PA445338     ,plague                                                   ,Disease  ,                       12
DOID:3481    ,septicemic plague                                        ,Disease  ,                       12
PA446340     ,mucopolysaccharidosis ii                                 ,Disease  ,                       10
PA444979     ,mucopolysaccharidoses                                    ,Disease  ,                       10
DOID:12179   ,tinea corporis                                           ,Disease  ,                        7
PA166048747  ,tinea pedis                                              ,Disease  ,                        7
DOID:8941    ,seborrheic infantile dermatitis                          ,Disease  ,                        7
DOID:11917   ,tinea cruris                                             ,Disease  ,                        7
PA165108219  ,pityriasis versicolor                                    ,Disease  ,                        7
PA444509     ,hyperaldosteronism                                       ,Disease  ,                        3
DOID:12028   ,conn's syndrome                                          ,Disease  ,                        3
PA445472     ,pulmonary valve stenosis                                 ,Disease  ,                        0
PA446767     ,tricuspid atresia                                        ,Disease  ,                        0
DOID:1682    ,congenital heart disease                                 ,Disease  ,                        0
PA445831     ,tetralogy of fallot                                      ,Disease  ,                        0
PA446752     ,hypoplastic left heart syndrome                          ,Disease  ,                        0
PA166048859  ,cystinosis                                               ,Disease  ,                       11
DOID:11547   ,corneal deposit                                          ,Disease  ,                       11
PA444379     ,heart valve diseases                                     ,Disease  ,                        3
PA445188     ,osteopetrosis                                            ,Disease  ,                       12
PA444327     ,"granulomatous disease, chronic"                         ,Disease  ,                       12
DOID:403     ,mouth disease                                            ,Disease  ,                        7
PA444447     ,"carcinoma, hepatocellular"                              ,Disease  ,                        1
PA446590     ,angiomyolipoma                                           ,Disease  ,                        1
DOID:4919    ,renal pelvis carcinoma                                   ,Disease  ,                        1
PA444627     ,insulinoma                                               ,Disease  ,                        1
DOID:201     ,connective tissue neoplasm                               ,Disease  ,                        1
DOID:8411    ,kidney angiomyolipoma                                    ,Disease  ,                        1
PA151958383  ,gastrointestinal stromal tumors                          ,Disease  ,                        1
PA446713     ,neuroendocrine tumors                                    ,Disease  ,                        1
DOID:3277    ,thymus cancer                                            ,Disease  ,                        1
PA446654     ,cholangiocarcinoma                                       ,Disease  ,                        1
PA445168     ,oropharyngeal neoplasms                                  ,Disease  ,                        1
DOID:3151    ,cutaneous squamous-cell carcinoma                        ,Disease  ,                        1
DOID:8858    ,tonsil cancer                                            ,Disease  ,                        1
DOID:8602    ,gum cancer                                               ,Disease  ,                        1
DOID:8649    ,tongue cancer                                            ,Disease  ,                        1
DOID:8533    ,hypopharynx cancer                                       ,Disease  ,                        1
DOID:4876    ,trachea carcinoma                                        ,Disease  ,                        1
PA445225     ,papilloma                                                ,Disease  ,                        1
DOID:48      ,male reproductive system disease                         ,Disease  ,                        1
DOID:11168   ,anogenital venereal wart                                 ,Disease  ,                        1
PA447062     ,parkinsonian disorders                                   ,Disease  ,                       16
PA443959     ,"dyskinesia, drug-induced"                               ,Disease  ,                       16
PA443858     ,dental caries                                            ,Disease  ,                       12
DOID:11206   ,opioid use disorder                                      ,Disease  ,                       16
PA444460     ,heroin dependence                                        ,Disease  ,                       16
DOID:2050    ,acute maxillary sinusitis                                ,Disease  ,                       12
DOID:2789    ,parasitic protozoa infectious disease                    ,Disease  ,                        7
DOID:2312    ,nocardiosis                                              ,Disease  ,                       12
DOID:10113   ,trypanosomiasis                                          ,Disease  ,                        7
PA445127     ,nutrition disorders                                      ,Disease  ,                        3
DOID:12894   ,sjögren's syndrome                                       ,Disease  ,                        3
PA443635     ,cardiovascular diseases                                  ,Disease  ,                        0
DOID:784     ,kkaka                                                    ,Disease  ,                       13
DOID:3165    ,skin benign neoplasm                                     ,Disease  ,                        0
PA444756     ,"leukemia, lymphoid"                                     ,Disease  ,                        0
PA446182     ,"leukemia, myelomonocytic, chronic"                      ,Disease  ,                        0
DOID:0050744 ,anaplastic large-cell lymphoma                           ,Disease  ,                        0
DOID:12603   ,acute leukemia                                           ,Disease  ,                        0
DOID:0090016 ,chromosome 5q deletion syndrome                          ,Disease  ,                        0
PA445340     ,plasmacytoma                                             ,Disease  ,                        0
PA444762     ,"leukemia, plasma cell"                                  ,Disease  ,                        0
PA446392     ,"malaria, vivax"                                         ,Disease  ,                       12
PA444898     ,medulloblastoma                                          ,Disease  ,                        1
DOID:8478    ,actinomycosis                                            ,Disease  ,                       12
DOID:1414    ,ovarian dysfunction                                      ,Disease  ,                       16
DOID:6925    ,zenker's paralysis                                       ,Disease  ,                       16
DOID:0050784 ,primary progressive multiple sclerosis                   ,Disease  ,                       16
DOID:0050783 ,secondary progressive multiple sclerosis                 ,Disease  ,                       16
PA446155     ,precursor cell lymphoblastic leukemia-lymphoma           ,Disease  ,                        1
PA445826     ,testicular diseases                                      ,Disease  ,                       16
DOID:0090078 ,hypogonadotropic hypogonadism 7 with or without anosmia  ,Disease  ,                       16
PA444693     ,klinefelter syndrome                                     ,Disease  ,                       16
DOID:4086    ,testicular germ cell tumor non-seminomatous              ,Disease  ,                        1
DOID:3590    ,gestational trophoblastic neoplasm                       ,Disease  ,                        1
PA443626     ,"carcinoma, squamous cell"                               ,Disease  ,                        1
PA445857     ,thyroid neoplasms                                        ,Disease  ,                        1
DOID:3973    ,thyroid medullary carcinoma                              ,Disease  ,                        1
PA445941     ,tuberculosis                                             ,Disease  ,                       12
PA446558     ,"tuberculosis, multidrug-resistant"                      ,Disease  ,                       12
DOID:11506   ,suppurative otitis media                                 ,Disease  ,                       12
DOID:8463    ,corneal ulcer                                            ,Disease  ,                       12
DOID:8337    ,appendicitis                                             ,Disease  ,                       12
PA445997     ,urologic diseases                                        ,Disease  ,                       12
DOID:1412    ,bacteriuria                                              ,Disease  ,                       12
DOID:0080179 ,haemophilus meningitis                                   ,Disease  ,                       12
PA444034     ,endocarditis                                             ,Disease  ,                       12
DOID:345     ,uterine disease                                          ,Disease  ,                        1
PA445689     ,sleep disorders                                          ,Disease  ,                       16
DOID:2741    ,bilirubin metabolic disorder                             ,Disease  ,                       16
PA443707     ,cholestasis                                              ,Disease  ,                       16
DOID:14264   ,benign neonatal seizures                                 ,Disease  ,                       16
DOID:1561    ,cognitive disorder                                       ,Disease  ,                       16
DOID:10286   ,prostate carcinoma                                       ,Disease  ,                        1
PA447178     ,"pulmonary disease, chronic obstructive"                 ,Disease  ,                        7
PA445469     ,pulmonary heart disease                                  ,Disease  ,                        3
DOID:12326   ,chronic pulmonary heart disease                          ,Disease  ,                        3
PA444863     ,malignant hyperthermia                                   ,Disease  ,                       16
DOID:10493   ,adrenal cortical hypofunction                            ,Disease  ,                        7
DOID:12716   ,infant respiratory distress syndrome                     ,Disease  ,                        7
DOID:11204   ,allergic conjunctivitis                                  ,Disease  ,                        7
PA445792     ,"sarcoma, synovial"                                      ,Disease  ,                        1
DOID:5165    ,uterine sarcoma                                          ,Disease  ,                        1
DOID:4329    ,erdheim-chester disease                                  ,Disease  ,                        1
DOID:8923    ,skin melanoma                                            ,Disease  ,                        1
PA443886     ,diabetes mellitus                                        ,Disease  ,                        8
PA444522     ,hyperglycemia                                            ,Disease  ,                        8
PA443973     ,ear diseases                                             ,Disease  ,                       12
PA445464     ,pulmonary edema                                          ,Disease  ,                        3
DOID:8457    ,pellagra                                                 ,Disease  ,                       16
DOID:12382   ,complex partial seizure                                  ,Disease  ,                       16
PA446425     ,"epilepsy, frontal lobe"                                 ,Disease  ,                       16
PA444098     ,esophageal diseases                                      ,Disease  ,                        7
PA165108370  ,wolff-parkinson-white pattern                            ,Disease  ,                        7
PA444105     ,"esophagitis, peptic"                                    ,Disease  ,                       13
DOID:0050782 ,zollinger–ellison syndrome                               ,Disease  ,                       13
DOID:10808   ,gastric ulcer                                            ,Disease  ,                       13
DOID:0050905 ,inflammatory myofibroblastic tumour                      ,Disease  ,                        1
DOID:7474    ,malignant pleural mesothelioma                           ,Disease  ,                        1
DOID:0080522 ,anaplastic thyroid cancer                                ,Disease  ,                        1
DOID:3953    ,adrenal gland cancer                                     ,Disease  ,                        1
PA445018     ,cardiomyopathies                                         ,Disease  ,                        3
PA443632     ,"cardiomyopathy, dilated"                                ,Disease  ,                        3
PA443755     ,"colonic diseases, functional"                           ,Disease  ,                        0
PA165108290  ,short bowel syndrome                                     ,Disease  ,                        0
PA443851     ,delirium                                                 ,Disease  ,                       16
DOID:1596    ,mental depression                                        ,Disease  ,                       16
PA444257     ,gastrointestinal neoplasms                               ,Disease  ,                        0
PA444682     ,kidney diseases                                          ,Disease  ,                       13
PA446438     ,kidney failure                                           ,Disease  ,                       13
PA444541     ,"hyperparathyroidism, secondary"                         ,Disease  ,                       13
PA444258     ,gaucher disease                                          ,Disease  ,                        3
DOID:2529    ,splenic disease                                          ,Disease  ,                        3
PA444621     ,"influenza, human"                                       ,Disease  ,                       14
DOID:0050211 ,swine influenza                                          ,Disease  ,                       14
PA444582     ,hypoprothrombinemias                                     ,Disease  ,                       15
DOID:1247    ,blood coagulation disease                                ,Disease  ,                       15
PA444557     ,"hypertension, renovascular"                             ,Disease  ,                        3
DOID:14557   ,primary pulmonary hypertension                           ,Disease  ,                        3
DOID:1876    ,sexual dysfunction                                       ,Disease  ,                        3
DOID:3507    ,dermatofibrosarcoma protuberans                          ,Disease  ,                        1
PA446146     ,"glomerulonephritis, membranoproliferative"              ,Disease  ,                        0
PA444287     ,glomerulonephritis                                       ,Disease  ,                        0
PA166122772  ,paroxysmal nocturnal hemoglobinuria                      ,Disease  ,                        0
PA444412     ,hemolytic-uremic syndrome                                ,Disease  ,                        0
PA445109     ,neuromyelitis optica                                     ,Disease  ,                        0
DOID:11983   ,prader–willi syndrome                                    ,Disease  ,                        3
PA446493     ,"hyperkeratosis, epidermolytic"                          ,Disease  ,                       16
PA445746     ,stomatitis                                               ,Disease  ,                       13
PA444530     ,hyperlipoproteinemias                                    ,Disease  ,                        3
DOID:12465   ,secondary hyperparathyroidism of renal origin            ,Disease  ,                       13
DOID:5998    ,microglandular adenosis                                  ,Disease  ,                        0
PA443489     ,beriberi                                                 ,Disease  ,                       16
DOID:2384    ,wernicke encephalopathy                                  ,Disease  ,                       16
DOID:8704    ,genital herpes                                           ,Disease  ,                       16
PA446746     ,gastroparesis                                            ,Disease  ,                       13
DOID:783     ,end stage renal failure                                  ,Disease  ,                       13
DOID:13276   ,mycoplasma pneumonia                                     ,Disease  ,                       12
DOID:0050459 ,hyperphosphatemia                                        ,Disease  ,                       13
DOID:1229    ,alteración del estado mental                             ,Disease  ,                       16
DOID:9988    ,tertiary neurosyphilis                                   ,Disease  ,                       12
DOID:76      ,stomach disease                                          ,Disease  ,                       13
DOID:12642   ,hiatus hernia                                            ,Disease  ,                       13
PA444250     ,gastritis                                                ,Disease  ,                       13
PA445566     ,rickets                                                  ,Disease  ,                       13
PA444576     ,hypoparathyroidism                                       ,Disease  ,                       13
DOID:9352    ,type 2 diabetes                                          ,Disease  ,                        8
DOID:8913    ,dermatophytosis                                          ,Disease  ,                        7
DOID:0111349 ,"desmoid disease, hereditary"                            ,Disease  ,                        0
