Source       ,Target       ,Type   ,Category              ,Weight
DOID:11506   ,PA445992     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,PA444745     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,PA444915     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,PA445960     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,PA445196     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:7551    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:9402    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:9463    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:9700    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:14654   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,PA443833     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11506   ,DOID:11263   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:3156    ,DOID:4398    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:3156    ,PA446047     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:3156    ,DOID:10123   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:732     ,DOID:750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:732     ,DOID:365     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:732     ,PA444632     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:732     ,PA166048887  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:732     ,PA445220     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA444460     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA443309     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA445647     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,DOID:0050856 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA443430     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA443815     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA444281     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,DOID:302     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:2559    ,DOID:10763   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,DOID:9973    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,DOID:11206   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2559    ,PA445301     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA444739     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,PA443444     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,DOID:8941    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,DOID:14484   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA444482     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,DOID:8741    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA166048747  ,Dirigé ,WITH_COMMON_TREATMENT ,   5.0
DOID:0050134 ,PA443599     ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
DOID:0050134 ,DOID:12179   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,DOID:9111    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,DOID:2272    ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
DOID:0050134 ,PA165108219  ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
DOID:0050134 ,DOID:8913    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,DOID:11917   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,DOID:13450   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,DOID:12663   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,PA443445     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA443597     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,PA443600     ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
DOID:0050134 ,DOID:0050242 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA445009     ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
DOID:0050134 ,DOID:12662   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0050134 ,DOID:0050246 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA443820     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0050134 ,PA445113     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:3683    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA443720     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA443580     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4648    ,DOID:12119   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:1340    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:3590    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445538     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445828     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4648    ,PA446169     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445204     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444822     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA446171     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA446004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445597     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4648    ,DOID:12132   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:2871    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445599     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:8924    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:0060123 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445010     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:4086    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:8654    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:3459    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,DOID:718     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4648    ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4648    ,PA444985     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,DOID:74      ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA443434     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA443286     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,DOID:1205    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA443464     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA443880     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA446512     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA447058     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA444546     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA445062     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1210    ,PA443430     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:8913    ,PA166048747  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:8913    ,DOID:0050134 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1876    ,DOID:12326   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1876    ,DOID:11132   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1876    ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445113     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA443754     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:12385   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:3055    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445483     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:10773   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA443385     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA444135     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:12386   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA443833     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:14332   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:12384   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:7475    ,PA446255     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA165108477  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:9700    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA444278     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA165108506  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA165108437  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445298     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:2518    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:14095   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA444253     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445992     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:1019    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:8881    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:104     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:7475    ,PA444267     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:2123    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA444966     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA165109103  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:869     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:9113    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:0060324 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:11330   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:11976   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:14654   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:11337   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:782     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:9402    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA443655     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445355     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:7475    ,DOID:10457   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA443749     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:7475    ,DOID:0060185 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445829     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA166048734  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,DOID:7551    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:7475    ,PA445970     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:0111412 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444854     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:1996    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:2781    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,PA443408     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA446590     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:5672    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA446713     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444627     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:3717    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:4449    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA445503     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:8411    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:234     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:1798    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:0060123 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:1725    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:1727    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443624     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,PA444840     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:1963    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:3507    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443512     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:10873   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA446335     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:4897    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA151958383  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443756     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:4467    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443895     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:3078    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:4908    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444119     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444685     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:10020   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA446654     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:4074    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,DOID:3904    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4907    ,PA446651     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:4907    ,DOID:0050922 ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
DOID:4907    ,PA443557     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:14557   ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:14557   ,DOID:12326   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11603   ,PA445218     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11603   ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:13450   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:12662   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:0050246 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA443444     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA443599     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:14484   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA445305     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA445009     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:0050242 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA443820     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:12663   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA443597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA445113     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,DOID:9111    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA444482     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA443833     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA444741     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:11608   ,PA445992     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA444065     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,DOID:7725    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA447006     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,DOID:3324    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,DOID:2055    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA447199     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA444066     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA446854     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA447004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:2481    ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:8923    ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:8923    ,PA445683     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:8923    ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445792     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445599     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:4907    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:3590    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:3507    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA151958383  ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0060123 ,PA444750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:4086    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:4467    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:5289    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:5165    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA444352     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:0050922 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA443624     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445218     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445742     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA443720     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA444685     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
DOID:0060123 ,DOID:4648    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445204     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA446004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445828     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,DOID:4919    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060123 ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA445828     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,DOID:3590    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA443720     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA445597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,DOID:0060123 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA445599     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA446004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,DOID:4648    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:4086    ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:1217    ,PA165109103  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA443879     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA443875     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:3134    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:1727    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA447279     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA443750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:8741    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:4398    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:3158    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA443450     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:3136    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:3142    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:12716   ,DOID:8717    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
DOID:0060324 ,DOID:8881    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
