DrugBank ID	Name	SMILES	InChI	Generic Names	Wikidata URL
00825	L-menthol	CC1CCC(C(C1)O)C(C)C	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1	2-Isopropyl-5-methylcyclohexanol ; (-)-(1R,3R,4S)-menthol ; (-)-(1R,3R,4S)-Menthol ; (-)-Menthyl alcohol ; (-)-trans-p-Menthan-cis-ol ; (1alpha,2beta,5alpha)-5-Methyl-2(1-methylethyl)cyclohexanol ; (1R-(1-alpha,2-beta,5-alpha))-5-methyl-2-(1-methylethyl)cyclohexanol ; (1R-(1-alpha,2-beta,5-alpha))-5-Methyl-2-(1-methylethyl)cyclohexanol ; (1R,2S,5R)-(-)-menthol ; (1R,3R,4S)-(-)-menthol ; (1R,3R,4S)-(-)-Menthol ; (1R)-(-)-Menthol ; (r)-(-)-menthol ; (R)-(-)-Menthol ; 1-Menthol ; 5-Methyl-2-(1-methylethyl)cyclohexanol ; 5-methyl-2-propan-2-ylcyclohexan-1-ol ; D-(-)-Menthol ; L-(-)-menthol ; L-(-)-Menthol ; l-menthol ; levomenthol ; Levomenthol ; Levomentholum ; Levomentol ; Menthacamphor ; menthol ; Menthomenthol ; p-Menthan-3-ol ; Peppermint camphor ; U.S.p. Menthol	http://www.wikidata.org/entity/Q407418
00232	methyclothiazide	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl	InChI=1S/C9H11Cl2N3O4S2/c1-14-9(4-10)13-6-2-5(11)7(19(12,15)16)3-8(6)20(14,17)18/h2-3,9,13H,4H2,1H3,(H2,12,15,16)	Methyclothiazide ; Aquatensen® ; Enduron®	http://www.wikidata.org/entity/Q6823919
00829	diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3	7-chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-one ; Diastat® ; LA-III ; Methyl diazepinone ; Valium® ; WY-3467	http://www.wikidata.org/entity/Q210402
01203	nadolol	CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O	InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3/t12?,14-,15+/m1/s1	Nadolol ; Corgard® ; corzide ; SQ-11725	http://www.wikidata.org/entity/Q424952
00490	buspirone	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4	InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2	Buspirone ; 8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione ; Buspar® ; Buspiron ; Buspirona ; Buspironum ; MJ-9022-1	http://www.wikidata.org/entity/Q412194
00218	moxifloxacin	COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O	InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1	1-cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-((4as,7as)-octahydro-6H-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid	http://www.wikidata.org/entity/Q424940
01234	dexamethasone	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1	Decadron® ; desametasone ; DXM833 ; fluormethylprednisolone	http://www.wikidata.org/entity/Q422252
11915	valbenazine	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC	InChI=1S/C24H38N2O4/c1-14(2)9-17-13-26-8-7-16-10-21(28-5)22(29-6)11-18(16)19(26)12-20(17)30-24(27)23(25)15(3)4/h10-11,14-15,17,19-20,23H,7-9,12-13,25H2,1-6H3/t17-,19-,20-,23+/m1/s1	NBI 98854 ; NBI-98854	http://www.wikidata.org/entity/Q27089118
00633	dexmedetomidine	CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C	InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)/t11-/m0/s1	(+)-4-((S)-alpha,2,3-trimethylbenzyl)imidazole ; (+)-4-((S)-alpha,2,3-Trimethylbenzyl)imidazole ; (+)-medetomidine ; (S)-medetomidine ; Dexmedetomidin ; Dexmedetomidina ; Dexmedetomidine ; Dexmédétomidine ; Dexmedetomidinum ; MPV 1440 ; Precedex®	http://www.wikidata.org/entity/Q412133
09049	naloxegol	COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O	InChI=1S/C34H53NO11/c1-3-9-35-10-8-33-30-26-4-5-27(36)31(30)46-32(33)28(6-7-34(33,37)29(35)25-26)45-24-23-44-22-21-43-20-19-42-18-17-41-16-15-40-14-13-39-12-11-38-2/h3-5,28-29,32,36-37H,1,6-25H2,2H3/t28-,29+,32-,33-,34+/m0/s1	AZ-13337019 ; AZ13337019 ; Movantik® ; NKTR 118 ; NKTR-118 ; NKTR118	http://www.wikidata.org/entity/Q15708351
00995	auranofin	CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]	InChI=1S/C14H20O9S.C6H15P.Au/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18;1-4-7(5-2)6-3;/h10-14,24H,5H2,1-4H3;4-6H2,1-3H3;/q;;+1/p-1/t10-,11-,12+,13-,14+;;/m1../s1	(1-Thio-beta-D-glucopyranosato)(triethylphosphine)gold 2,3,4,6-tetraacetate ; 2,3,4,6-Tetra-O-acetyl-1-thio-beta-D-glucopyranosato-S (triethylphosphine)gold ; Auranofin ; Auranofina ; Auranofine ; Auranofinum ; Ridaura® ; SK-39162 ; SK&F-39162 ; Triethylphosphine gold	http://www.wikidata.org/entity/Q421230
01124	tolbutamide	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C	InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)	Tolbutamide ; tolbutamide sodium ; 1-Butyl-3-(p-methylphenylsulfonyl)urea ; 1-Butyl-3-(P-methylphenylsulfonyl)urea ; 1-Butyl-3-(p-tolylsulfonyl)urea ; 1-Butyl-3-(P-tolylsulfonyl)urea ; 1-Butyl-3-tosylurea ; 1-p-Toluenesulfonyl-3-butylurea ; 1-P-Toluenesulfonyl-3-butylurea ; 3-(p-Tolyl-4-sulfonyl)-1-butylurea ; 3-(P-Tolyl-4-sulfonyl)-1-butylurea ; N-(4-Methylbenzenesulfonyl)-n'-butylurea ; N-(4-Methylbenzenesulfonyl)-N'-butylurea ; N-(4-Methylphenylsulfonyl)-n'-butylurea ; N-(4-Methylphenylsulfonyl)-N'-butylurea ; N-(p-Methylbenzenesulfonyl)-N'-butylurea ; N-(P-Methylbenzenesulfonyl)-n'-butylurea ; N-(Sulfonyl-p-methylbenzene)-N'-N-butylurea ; N-(Sulfonyl-P-methylbenzene)-n'-N-butylurea ; N-Butyl-n'-(4-methylphenylsulfonyl)urea ; N-Butyl-N'-(4-methylphenylsulfonyl)urea ; N-Butyl-N'-(p-tolylsulfonyl)urea ; N-Butyl-n'-P-toluenesulfonylurea ; N-Butyl-N'-p-toluenesulfonylurea ; N-n-Butyl-N'-tosylurea ; N-N-Butyl-n'-tosylurea ; Orinase (tn) ; Orinase (TN) ; Orinase® ; Tolbutamida ; Tolbutamidum ; Tolylsulfonylbutylurea	http://www.wikidata.org/entity/Q414275
00280	disopyramide	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C	InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)	alpha-(2-(Diisopropylamino)ethyl)-alpha-phenyl-2-pyridineacetamide ; Disopiramida ; Disopyramidum ; gamma-Diisopropylamino-alpha-phenyl-alpha-(2-pyridyl)butyramide ; Norpace® ; Rythmodan® ; SC-13957 ; SC-7031	http://www.wikidata.org/entity/Q425120
15636	zilucoplan				http://www.wikidata.org/entity/Q107340140
01104	sertraline	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1	(+)-sertraline ; (1S-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-1-naphthalenamine ; (1S,4S)-sertraline ; cis-(+)-sertraline ; CP 51974 ; CP-51974-1 ; CP-519741	http://www.wikidata.org/entity/Q407617
00828	fosfomycin	CC1C(O1)P(=O)(O)O	InChI=1S/C3H7O4P/c1-2-3(7-2)8(4,5)6/h2-3H,1H3,(H2,4,5,6)/t2-,3+/m0/s1	FCM ; FOSFOMYCIN ; Fosfomycin ; (-)-(1R,2S)-(1,2-Epoxypropyl)phosphonic acid ; (1R,2S)-Epoxypropylphosphonic acid ; (2R-cis)-(3-Methyloxiranyl)phosphonic acid ; 1R-cis-(1,2-Epoxypropyl)phosphonic acid ; cis-(1R,2S)-Epoxypropylphosphonic acid ; Fosfocina ; Fosfomicina ; Fosfomycine ; Fosfomycinum ; L-cis-1,2-Epoxypropylphosphonic acid ; Phosphomycin ; Phosphonemycin ; Phosphonomycin	http://www.wikidata.org/entity/Q183554
00482	celecoxib	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F	InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)	Celecoxib ; 4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide ; 4-[5-(4-Methylphenyl)-3-trifluoromethyl)-1H-pyrazol-yl]benzenesulfonamide ; Celebrex ; Celecox® ; Célécoxib ; Celecoxibum ; Celocoxib ; Onsenal® ; P-(5-P-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide	http://www.wikidata.org/entity/Q408801
01584	thyroglobulin				http://www.wikidata.org/entity/Q20817224
00698	nitrofurantoin	C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]	InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)/b9-3+	5-Nitrofurantoin ; N-(5-Nitrofurfurylidene)-1-aminohydantoin ; SID11112186	http://www.wikidata.org/entity/Q422669
08865	crizotinib	CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N	InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1	(R)-crizotinib ; PF 2341066 ; PF-02341066 ; PF-2341066 ; PF2341066 ; Xalkori®	http://www.wikidata.org/entity/Q5186964
00399	zoledronic acid	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O	InChI=1S/C5H10N2O7P2/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14)	ZOL ; (1-hydroxy-2-(1H-imidazol-1-yl)ethylidene)bisphosphonic acid ; (1-hydroxy-2-imidazol-1-ylethylidene)diphosphonic acid ; CGP-42446 ; CGP-42446A ; Zol ; ZOL446 ; zoledronic acid anhydrous	http://www.wikidata.org/entity/Q218507
01551	dihydrocodeine	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O	InChI=1S/C18H23NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-13,17,20H,4-5,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1	DHC ; dihydrocodeine bitartrate ; Dihydrocodeine ; DF-118 ; Dicogesic® ; Drocode ; Paracodeine® ; Remedacen	http://www.wikidata.org/entity/Q377270
01167	itraconazole	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	InChI=1S/C35H38Cl2N8O4/c1-3-25(2)45-34(46)44(24-40-45)29-7-5-27(6-8-29)41-14-16-42(17-15-41)28-9-11-30(12-10-28)47-19-31-20-48-35(49-31,21-43-23-38-22-39-43)32-13-4-26(36)18-33(32)37/h4-13,18,22-25,31H,3,14-17,19-21H2,1-2H3/t25?,31-,35-/m0/s1	ITCZ ; R-51211	http://www.wikidata.org/entity/Q411229
00537	ciprofloxacin	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)	Ciprofloxacin ; Ciloxan ; Cipro ; 1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid ; 1-Cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid ; 1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid ; 1-Cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid ; 1-Cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-quinoline-3-carboxylic acid ; 1-CYCLOPROPYL-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydroquinoline-3-carboxylic acid ; 1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid ; 1-Cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid ; 1-Cyclopropyl-6-fluoro-7-(4-methyl-piperazin-1-yl)-4-oxo-1,4-dihydro-quinoline-3-carboxylic acid ; 1-cyclopropyl-6-fluoro-7-hexahydro-1-pyrazinyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid ; 1-Cyclopropyl-6-fluoro-7-hexahydro-1-pyrazinyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid ; BAY-Q-3939 ; Ciprobay ; Ciprofloxacine ; Ciprofloxacino ; Ciprofloxacinum ; CPR867 ; Velmonit	http://www.wikidata.org/entity/Q256602
00196	fluconazole	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O	InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2	Fluconazole ; 2-(2,4-DIFLUOROPHENYL)-1,3-di(1H-1,2,4-triazol-1-yl)propan-2-ol ; 2,4-Difluoro-alpha,alpha-bis(1H-1,2,4-triazol-1-ylmethyl)benzyl alcohol ; Biozole ; Diflucan ; Elazor ; Fluconazol ; Fluconazolum ; Triflucan	http://www.wikidata.org/entity/Q411478
00850	perphenazine	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2	2-(4-[3-(2-χλωρο-10Η-φαινοθειαζιν-10-υλ)προπυλ]-1-πιπεραζινυλ)αιθανόλη ; 2-χλωρο-10-(3-(4-(2-υδροξυαιθυλ)πιπεραζιν-1-υλ)προπυλ)φαινοθειαζίνη ; 4-[3-(2-χλωρο-10Η-φαινοθειαζιν-10-υλ)προπυλ]-1-πιπεραζινοαιθανόλη ; 4-[3-(2-χλωροφαινοθειαζιν-10-υλ)προπυλ]-1-πιπεραζινοαιθανόλη ; 4-[3-(2-Χλωροφαινοθειαζιν-10-υλ)προπυλ]-1-πιπεραζινοαιθανόλη ; Decentan® ; Fentazin® ; Trilafon® ; Αιθαπεραζίνη ; γ-(4-(βήτα-υδροξυαιθυλ)πιπεραζιν-1-υλ)προπυλ-2-χλωροφαινοθειαζίνη ; γάμμα-(4-(βήτα-υδροξυαιθυλ)πιπεραζιν-1-υλ)προπυλ-2-χλωροφαινοθειαζίνη ; Εταπεραζίνη ; Περφαιναζίνη ; Περφεναζίνα ; Περφεναζίνη ; Τρίλαφων ; Χλορπιπραζίνη	http://www.wikidata.org/entity/Q423520
00458	imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3	10,11-dihydro-N,N-dimethyl-5H-dibenz[b,f]azepine-5-propanamine ; 3-(5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine ; 5-[3-(dimethylamino)propyl]-10,11-dihydro-5H-dibenz[b,f]azepine ; melipramine ; N-(gamma-Dimethylaminopropyl)iminodibenzyl ; N-(γ-dimethylaminopropyl)iminodibenzyl	http://www.wikidata.org/entity/Q58396
09330	osimertinib	CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC	InChI=1S/C28H33N7O2/c1-7-27(36)30-22-16-23(26(37-6)17-25(22)34(4)15-14-33(2)3)32-28-29-13-12-21(31-28)20-18-35(5)24-11-9-8-10-19(20)24/h7-13,16-18H,1,14-15H2,2-6H3,(H,30,36)(H,29,31,32)	Osimertinib ; AZD 9291 ; AZD-9291 ; AZD9291 ; Mereletinib ; mereletinib (obsolete INN) ; N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide ; Tagrisso®	http://www.wikidata.org/entity/Q21506464
06614	peramivir	CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C	InChI=1S/C15H28N4O4/c1-4-8(5-2)12(18-7(3)20)11-10(19-15(16)17)6-9(13(11)21)14(22)23/h8-13,21H,4-6H2,1-3H3,(H,18,20)(H,22,23)(H4,16,17,19)/t9-,10+,11+,12-,13+/m0/s1	Peramivir ; (1S,2S,3R,4R)-3-[(1S)-1-(Acetylamino)-2-ethylbutyl]-4-[(aminoiminomethyl)amino]-2-hydroxycyclopentanecarboxylic acid ; (1S,2S,3R,4R)-4-carbamimidamido-3-[(1S)-1-acetamido-2-ethylbutyl]-2-hydroxycyclopentane-1-carboxylic acid ; 3-(1'-acetylamino-2'-ethyl)butyl-4-((aminoimino)methyl)amino-2-hydroxycyclopentane-1-carboxylic acid ; BCX 1812 ; BCX-1812 ; BCX1812 ; peramivir anhydrous ; RWJ 270201 ; RWJ-270201 ; RWJ270201	http://www.wikidata.org/entity/Q412734
00573	(RS)-fenoprofen	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O	InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)	(+-)-2-(3-phenoxyphenyl)propionic acid ; (+-)-m-phenoxyhydratropic acid ; (+/-)-fenoprofen ; (+/-)-m-phenoxyhydratropic acid ; 2-(3-phenoxyphenyl)propionic acid ; 2-(m-phenoxyphenyl)propionic acid ; 3-phenoxyhydratropic acid ; alpha-(m-phenoxyphenyl)propionic acid ; alpha-methyl-3-phenoxybenzeneacetic acid ; DL-2-(3-phenoxyphenyl)propionic acid	http://www.wikidata.org/entity/Q2555245
01015	sulfamethoxazole	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)	Urobak ; SMZ ; SMX ; Sulfamethoxazole ; acetylsulfamethoxazole ; 3-(p-aminophenylsulfonamido)-5-methylisoxazole ; 3-(p-Aminophenylsulfonamido)-5-methylisoxazole ; 3-sulfanilamido-5-methylisoxazole ; 3-Sulfanilamido-5-methylisoxazole ; 4-amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide ; 4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide ; Gantanol ; Gantanol (tn) ; Gantanol-Ds ; Ro-42130 ; Sinomin ; sulphamethoxazole ; suphamethoxazole	http://www.wikidata.org/entity/Q415843
00083	botulinum toxin type A				http://www.wikidata.org/entity/Q4095199
00175	pravastatin	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O	InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)/t13-,14-,16+,17+,18+,19-,20-,22-/m0/s1	Lipostat® ; Pravachol® ; pravastatin acid ; Pravastatin acid ; Pravastatina ; Pravastatine ; Pravastatinum ; pravastatin sodium ; Pravastatin ; (+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid	http://www.wikidata.org/entity/Q1240093
05316	pimavanserin	CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C	InChI=1S/C25H34FN3O2/c1-19(2)18-31-24-10-6-20(7-11-24)16-27-25(30)29(23-12-14-28(3)15-13-23)17-21-4-8-22(26)9-5-21/h4-11,19,23H,12-18H2,1-3H3,(H,27,30)	ACP 103 ; ACP-103	http://www.wikidata.org/entity/Q7194603
00646	nystatin				http://www.wikidata.org/entity/Q251005
13169	nandrolone	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34	InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h10,13-17,20H,2-9H2,1H3/t13-,14+,15+,16-,17-,18-/m0/s1	Durabolin ; (17-beta)-17-Hydroxyestr-4-en-3-one ; (17beta)-17-hydroxyestr-4-en-3-one ; (1S,2R,10R,11S,14S,15S)-14-hydroxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one ; 17-beta-Hydroestr-4-en-3-one ; 17beta-hydroxy-19-nor-4-androsten-3-one ; 17beta-hydroxy-4-estren-3-one ; 19-norandrostenolone ; 19-Nortestosterone ; 4-estren-17beta-ol-3-one ; Deca-Durabolin ; Deca-Durabolin® (decanoate ester) ; Durabolin® (phenylpropionate ester) ; Menidrabol ; Nandrolon ; Nandrolona ; Nandrolone Base ; Nandrolonum ; Norandrostenolon ; Norandrostenolone ; Nortestonate ; Nortestosterone ; Nortestosteronum ; Oestrenolon	http://www.wikidata.org/entity/Q421709
00341	cetirizine	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)	(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid	http://www.wikidata.org/entity/Q423075
00868	benzonatate	CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC	InChI=1S/C30H53NO11/c1-3-4-9-31-29-7-5-28(6-8-29)30(32)42-27-26-41-25-24-40-23-22-39-21-20-38-19-18-37-17-16-36-15-14-35-13-12-34-11-10-33-2/h5-8,31H,3-4,9-27H2,1-2H3	2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate ; 2-[2-[2-[2-[2-[2-[2-[2-(2-Methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate ; 2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate ; 2,5,8,11,14,17,20,23,26-Nonaoxaoctacosan-28-yl P-(butylamino)benzoate ; 3,6,9,12,15,18,21,24,27-nonaoxaoctacosyl 4-butylaminobenzoate ; 3,6,9,12,15,18,21,24,27-Nonaoxaoctacosyl 4-butylaminobenzoate ; 4-(butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester ; 4-(Butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester ; Benzonatat ; Benzonatate ; Benzonatato ; Benzonatatum ; benzononatine ; Benzononatine ; nonaethyleneglycol monomethyl ether p-n-butylaminobenzoate ; Nonaethyleneglycol monomethyl ether P-N-butylaminobenzoate ; p-butylaminobenzoic acid omega-O-methylnonaethyleneglycol ester ; P-Butylaminobenzoic acid omega-O-methylnonaethyleneglycol ester ; Tessalon® ; Zonatuss®	http://www.wikidata.org/entity/Q2070778
00043	omalizumab				http://www.wikidata.org/entity/Q415392
00049	rasburicase				http://www.wikidata.org/entity/Q3088229
00780	phenelzine	C1=CC=C(C=C1)CCNN	InChI=1S/C8H12N2/c9-10-7-6-8-4-2-1-3-5-8/h1-5,10H,6-7,9H2	Nardil ; phenelzine sulfate ; Nardil® ; Phenelzine ; phenethyl-hydrazine ; phenethylhydrazine	http://www.wikidata.org/entity/Q1747559
