Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type	Category
01005	hydroxyurea	Chemical	DOID:363	uterine cancer	Disease	treats
00363	clozapine	Chemical	DOID:150	mental disorder	Disease	treats
09225	zotepine	Chemical			Chemical	interacts with
00273	topiramate	Chemical	DOID:10024	migraine with aura	Disease	treats
01005	hydroxyurea	Chemical	DOID:9119	acute myeloid leukemia	Disease	treats
01364	(−)-ephedrine	Chemical			Chemical	interacts with
01005	hydroxyurea	Chemical	DOID:2394	ovarian cancer	Disease	treats
06742	ambroxol	Chemical			Chemical	interacts with
01005	hydroxyurea	Chemical	DOID:8552	chronic myeloid leukemia	Disease	treats
01005	hydroxyurea	Chemical			Chemical	interacts with
00273	topiramate	Chemical	DOID:2055	post-traumatic stress disorder	Disease	treats
06742	ambroxol	Chemical	DOID:3083	chronic obstructive pulmonary disease	Disease	treats
00384	triamterene	Chemical			Chemical	interacts with
00363	clozapine	Chemical	DOID:5418	schizoaffective disorder	Disease	treats
01005	hydroxyurea	Chemical	DOID:2228	thrombogavitis	Disease	treats
00425	zolpidem	Chemical			Chemical	interacts with
00363	clozapine	Chemical	DOID:3312	bipolar disorder	Disease	treats
00273	topiramate	Chemical			Chemical	interacts with
01407	(RS)-clenbuterol	Chemical			Chemical	interacts with
13166	zofenopril	Chemical	DOID:9408	acute myocardial infarction	Disease	treats
00384	triamterene	Chemical	DOID:4500	hypokalemia	Disease	treats
00909	zonisamide	Chemical	DOID:2234	focal epilepsy	Disease	treats
00273	topiramate	Chemical	DOID:1826	epilepsy	Disease	treats
01005	hydroxyurea	Chemical	DOID:1909	melanoma	Disease	treats
01198	zopiclone	Chemical	DOID:535	sleep disorder	Disease	treats
01364	(−)-ephedrine	Chemical	DOID:2841	asthma	Disease	treats
00273	topiramate	Chemical	DOID:7725	tonic–clonic seizure	Disease	treats
00281	lidocaine	Chemical			Chemical	interacts with
01005	hydroxyurea	Chemical	DOID:8997	polycythemia vera	Disease	treats
00363	clozapine	Chemical	DOID:11328	schizophreniform disorder	Disease	treats
01407	(RS)-clenbuterol	Chemical	DOID:2841	asthma	Disease	treats
00363	clozapine	Chemical			Chemical	interacts with
00281	lidocaine	Chemical	DOID:384	Wolff-Parkinson-White syndrome	Disease	treats
00909	zonisamide	Chemical	DOID:6364	migraine	Disease	treats
01005	hydroxyurea	Chemical	DOID:2224	essential thrombocytosis	Disease	treats
00363	clozapine	Chemical	DOID:14330	Parkinson's disease	Disease	treats
00273	topiramate	Chemical	DOID:3324	mood disorder	Disease	treats
00384	triamterene	Chemical	DOID:10763	arterial hypertension	Disease	treats
00909	zonisamide	Chemical			Chemical	interacts with
00399	zoledronic acid	Chemical	DOID:11476	osteoporosis	Disease	treats
09225	zotepine	Chemical	DOID:5419	schizophrenia	Disease	treats
00425	zolpidem	Chemical	DOID:302	substance abuse	Disease	treats
00273	topiramate	Chemical	DOID:2234	focal epilepsy	Disease	treats
00281	lidocaine	Chemical	DOID:6050	esophageal disease	Disease	treats
01041	thalidomide	Chemical	DOID:4971	myelofibrosis	Disease	treats
01005	hydroxyurea	Chemical	DOID:4464	Bellini duct carcinoma	Disease	treats
00744	zileuton	Chemical			Chemical	interacts with
01041	thalidomide	Chemical			Chemical	interacts with
11092	tin(II) fluoride	Chemical	DOID:3388	periodontal disease	Disease	treats
01041	thalidomide	Chemical	DOID:3309	neurodermatitis	Disease	treats
01005	hydroxyurea	Chemical	DOID:4398	acropustulosis	Disease	treats
00978	lomefloxacin	Chemical			Chemical	interacts with
13598	ethyl ether	Chemical	DOID:9362	status asthmaticus	Disease	treats
01041	thalidomide	Chemical	DOID:13241	Behçet's disease	Disease	treats
00744	zileuton	Chemical	DOID:2841	asthma	Disease	treats
01164	calcium chloride	Chemical	DOID:0060319	cardiac arrest	Disease	treats
11092	tin(II) fluoride	Chemical	DOID:216	dental caries	Disease	treats
00246	ziprasidone	Chemical	DOID:5419	schizophrenia	Disease	treats
00198	oseltamivir	Chemical			Chemical	interacts with
00198	oseltamivir	Chemical	DOID:8469	influenza	Disease	treats
01164	calcium chloride	Chemical			Chemical	interacts with
01041	thalidomide	Chemical	DOID:9080	macroglobulinemia	Disease	treats
00829	diazepam	Chemical	DOID:10841	Eastern equine encephalitis	Disease	treats
00829	diazepam	Chemical	DOID:2030	anxiety disorder	Disease	treats
01005	hydroxyurea	Chemical	DOID:1319	brain cancer	Disease	treats
01041	thalidomide	Chemical	DOID:0050908	myelodysplastic syndrome	Disease	treats
01041	thalidomide	Chemical	DOID:9663	aphthous stomatitis	Disease	treats
00978	lomefloxacin	Chemical	DOID:0080784	urinary tract infection	Disease	treats
00978	lomefloxacin	Chemical	DOID:13148	urinary tract infection	Disease	treats
00829	diazepam	Chemical	DOID:594	panic disorder	Disease	treats
01005	hydroxyurea	Chemical	DOID:3908	non-small-cell lung carcinoma	Disease	treats
01041	thalidomide	Chemical	DOID:0050747	Waldenström macroglobulinemia	Disease	treats
01041	thalidomide	Chemical	DOID:0060901	Waldenström macroglobulinemia	Disease	treats
00246	ziprasidone	Chemical			Chemical	interacts with
01060	amoxicillin	Chemical	DOID:0080784	urinary tract infection	Disease	treats
01060	amoxicillin	Chemical	DOID:13148	urinary tract infection	Disease	treats
00829	diazepam	Chemical			Chemical	interacts with
01041	thalidomide	Chemical	DOID:0060192	Crohn's colitis	Disease	treats
01041	thalidomide	Chemical	DOID:10887	lepromatous leprosy	Disease	treats
00435	nitric oxide	Chemical	DOID:8717	pressure ulcer	Disease	treats
01005	hydroxyurea	Chemical	DOID:11934	head and neck cancer	Disease	treats
00978	lomefloxacin	Chemical	DOID:9700	bacterial conjunctivitis	Disease	treats
13598	ethyl ether	Chemical			Chemical	interacts with
01041	thalidomide	Chemical	DOID:0080750	erythema nodosum	Disease	treats
01060	amoxicillin	Chemical	DOID:3055	paratyphoid fever	Disease	treats
00829	diazepam	Chemical	DOID:302	substance abuse	Disease	treats
00829	diazepam	Chemical	DOID:10843	Western equine encephalitis	Disease	treats
00246	ziprasidone	Chemical	DOID:5418	schizoaffective disorder	Disease	treats
00435	nitric oxide	Chemical			Chemical	interacts with
01041	thalidomide	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
01041	thalidomide	Chemical	DOID:4464	Bellini duct carcinoma	Disease	treats
11092	tin(II) fluoride	Chemical			Chemical	interacts with
00829	diazepam	Chemical	DOID:1824	status epilepticus	Disease	treats
01041	thalidomide	Chemical	DOID:8778	Crohn's disease	Disease	treats
14533	zinc chloride	Chemical			Chemical	interacts with
00198	oseltamivir	Chemical	DOID:0050211	swine influenza	Disease	treats
01041	thalidomide	Chemical	DOID:9120	amyloidosis	Disease	treats
00829	diazepam	Chemical	DOID:1826	epilepsy	Disease	treats
00829	diazepam	Chemical	DOID:0050175	tick-borne encephalitis	Disease	treats
14533	zinc chloride	Chemical	DOID:10459	common cold	Disease	treats
01041	thalidomide	Chemical	DOID:9538	multiple myeloma	Disease	treats
00246	ziprasidone	Chemical	DOID:11119	Tourette syndrome	Disease	treats
01041	thalidomide	Chemical	DOID:8553	pyoderma gangrenosum	Disease	treats
01041	thalidomide	Chemical	DOID:0050169	cutaneous lupus erythematosus	Disease	treats
00435	nitric oxide	Chemical	DOID:12716	infant respiratory distress syndrome	Disease	treats
00544	fluorouracil	Chemical	DOID:11934	head and neck cancer	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:0080159	cryptococcal meningitis	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:12052	cryptococcal meningitis	Disease	treats
00544	fluorouracil	Chemical	DOID:1612	breast cancer	Disease	treats
00035	desmopressin	Chemical			Chemical	interacts with
00544	fluorouracil	Chemical			Chemical	interacts with
00544	fluorouracil	Chemical	DOID:0050922	gastrointestinal carcinoma	Disease	treats
00544	fluorouracil	Chemical	DOID:234	colon adenocarcinoma	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:12053	cryptococcosis	Disease	treats
00035	desmopressin	Chemical	DOID:9409	diabetes insipidus	Disease	treats
00855	aminolevulinic acid	Chemical			Chemical	interacts with
01204	mitoxantrone	Chemical	DOID:10283	prostate cancer	Disease	treats
00544	fluorouracil	Chemical	DOID:0050865	tongue squamous cell carcinoma	Disease	treats
00233	4-aminosalicylic acid	Chemical	DOID:0060192	Crohn's colitis	Disease	treats
00357	(RS)-aminoglutethimide	Chemical	DOID:10283	prostate cancer	Disease	treats
01204	mitoxantrone	Chemical	DOID:9119	acute myeloid leukemia	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:1562	chromoblastomycosis	Disease	treats
01204	mitoxantrone	Chemical	DOID:1612	breast cancer	Disease	treats
00233	4-aminosalicylic acid	Chemical	DOID:399	tuberculosis	Disease	treats
00313	valproic acid	Chemical	DOID:1825	childhood absence epilepsy	Disease	treats
00313	valproic acid	Chemical	DOID:12382	complex partial seizure	Disease	treats
00544	fluorouracil	Chemical	DOID:10534	stomach cancer	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:1508	candidiasis	Disease	treats
00357	(RS)-aminoglutethimide	Chemical	DOID:1612	breast cancer	Disease	treats
00544	fluorouracil	Chemical	DOID:5525	anal squamous cell carcinoma	Disease	treats
00544	fluorouracil	Chemical	DOID:1996	rectum adenocarcinoma	Disease	treats
01204	mitoxantrone	Chemical	DOID:0060058	lymphoma	Disease	treats
02959	oxitriptan	Chemical			Chemical	interacts with
00544	fluorouracil	Chemical	DOID:9903	meibomian cyst	Disease	treats
01099	5-Fluorocytosine	Chemical			Chemical	interacts with
00544	fluorouracil	Chemical	DOID:161	keratosis	Disease	treats
00233	4-aminosalicylic acid	Chemical	DOID:8778	Crohn's disease	Disease	treats
00544	fluorouracil	Chemical	DOID:5520	head and neck squamous cell carcinoma	Disease	treats
00233	4-aminosalicylic acid	Chemical			Chemical	interacts with
02959	oxitriptan	Chemical	DOID:1470	major depressive disorder	Disease	treats
01204	mitoxantrone	Chemical	DOID:4235	spindle cell sarcoma	Disease	treats
00544	fluorouracil	Chemical	DOID:2513	basal-cell carcinoma	Disease	treats
00544	fluorouracil	Chemical	DOID:4908	anal carcinoma	Disease	treats
00544	fluorouracil	Chemical	DOID:235	colonic benign neoplasm	Disease	treats
01586	ursodiol	Chemical			Chemical	interacts with
00313	valproic acid	Chemical			Chemical	interacts with
01099	5-Fluorocytosine	Chemical	DOID:1564	fungal infectious disease	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:13564	aspergillosis	Disease	treats
01204	mitoxantrone	Chemical	DOID:2377	multiple sclerosis	Disease	treats
01099	5-Fluorocytosine	Chemical	DOID:9471	meningitis	Disease	treats
00313	valproic acid	Chemical	DOID:3312	bipolar disorder	Disease	treats
00544	fluorouracil	Chemical	DOID:3717	gastric adenocarcinoma	Disease	treats
01586	ursodiol	Chemical	DOID:12236	primary biliary cirrhosis	Disease	treats
00035	desmopressin	Chemical	DOID:1588	thrombocytopenia	Disease	treats
01204	mitoxantrone	Chemical			Chemical	interacts with
00357	(RS)-aminoglutethimide	Chemical			Chemical	interacts with
00544	fluorouracil	Chemical	DOID:4074	pancreatic adenocarcinoma	Disease	treats
00544	fluorouracil	Chemical	DOID:1993	rectum cancer	Disease	treats
00544	fluorouracil	Chemical	DOID:4159	skin cancer	Disease	treats
00544	fluorouracil	Chemical	DOID:1793	pancreatic cancer	Disease	treats
00544	fluorouracil	Chemical	DOID:219	colon cancer	Disease	treats
00035	desmopressin	Chemical	DOID:12531	von Willebrand's disease	Disease	treats
01586	ursodiol	Chemical	DOID:10211	cholelithiasis	Disease	treats
00855	aminolevulinic acid	Chemical	DOID:8866	actinic keratosis	Disease	treats
00544	fluorouracil	Chemical	DOID:8866	actinic keratosis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:1679	cystitis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:11400	pyelonephritis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:1227	neutropenia	Disease	treats
00448	lansoprazole	Chemical	DOID:4029	gastritis	Disease	treats
00448	lansoprazole	Chemical	DOID:750	peptic ulcer disease	Disease	treats
00115	cyanocobalamin	Chemical	DOID:10075	diphyllobothriasis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:7427	anthrax	Disease	treats
00537	ciprofloxacin	Chemical	DOID:9700	bacterial conjunctivitis	Disease	treats
00448	lansoprazole	Chemical	DOID:0050782	Zollinger–Ellison syndrome	Disease	treats
00537	ciprofloxacin	Chemical	DOID:12385	shigellosis	Disease	treats
00448	lansoprazole	Chemical	DOID:1724	duodenal ulcer	Disease	treats
00537	ciprofloxacin	Chemical	DOID:3055	paratyphoid fever	Disease	treats
00448	lansoprazole	Chemical	DOID:11963	esophagitis	Disease	treats
00579	mazindol	Chemical	DOID:9970	obesity	Disease	treats
00537	ciprofloxacin	Chemical	DOID:0050127	sinusitis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:10773	bubonic plague	Disease	treats
00537	ciprofloxacin	Chemical	DOID:0050481	endemic typhus	Disease	treats
00537	ciprofloxacin	Chemical	DOID:7475	diverticulitis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:2326	gastroenteritis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:10457	legionnaires' disease	Disease	treats
00132	alpha-linolenic acid	Chemical	DOID:12894	Sjögren's syndrome	Disease	treats
00537	ciprofloxacin	Chemical	DOID:869	cholesteatoma	Disease	treats
00537	ciprofloxacin	Chemical	DOID:14095	boutonneuse fever	Disease	treats
00537	ciprofloxacin	Chemical	DOID:11330	erysipelas	Disease	treats
00448	lansoprazole	Chemical	DOID:8534	gastroesophageal reflux disease	Disease	treats
00537	ciprofloxacin	Chemical	DOID:2518	orchitis	Disease	treats
00579	mazindol	Chemical			Chemical	interacts with
00646	nystatin	Chemical	DOID:1508	candidiasis	Disease	treats
00115	cyanocobalamin	Chemical	DOID:14183	alcoholic neuropathy	Disease	treats
00115	cyanocobalamin	Chemical	DOID:12785	diabetic polyneuropathy	Disease	treats
00448	lansoprazole	Chemical	DOID:10808	gastric ulcer	Disease	treats
00132	alpha-linolenic acid	Chemical			Chemical	interacts with
00537	ciprofloxacin	Chemical	DOID:1019	osteomyelitis	Disease	treats
00646	nystatin	Chemical			Chemical	interacts with
00115	cyanocobalamin	Chemical	DOID:2377	multiple sclerosis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:9402	epididymitis	Disease	treats
00132	alpha-linolenic acid	Chemical	DOID:1168	familial hyperlipidemia	Disease	treats
00115	cyanocobalamin	Chemical	DOID:13381	pernicious anemia	Disease	treats
00537	ciprofloxacin	Chemical	DOID:0060180	colitis	Disease	treats
00132	alpha-linolenic acid	Chemical	DOID:374	nutrition disorder	Disease	treats
00537	ciprofloxacin	Chemical	DOID:7551	gonorrhea	Disease	treats
00537	ciprofloxacin	Chemical	DOID:9113	granuloma inguinale	Disease	treats
00537	ciprofloxacin	Chemical	DOID:104	bacterial infectious disease	Disease	treats
00537	ciprofloxacin	Chemical	DOID:14654	prostatitis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:3488	cellulitis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:12384	dysentery	Disease	treats
00448	lansoprazole	Chemical	DOID:12642	hiatus hernia	Disease	treats
00115	cyanocobalamin	Chemical			Chemical	interacts with
00448	lansoprazole	Chemical			Chemical	interacts with
00537	ciprofloxacin	Chemical	DOID:2123	tularemia	Disease	treats
00132	alpha-linolenic acid	Chemical	DOID:848	arthritis	Disease	treats
00537	ciprofloxacin	Chemical	DOID:782	kidney infection	Disease	treats
00537	ciprofloxacin	Chemical	DOID:0080784	urinary tract infection	Disease	treats
00537	ciprofloxacin	Chemical	DOID:13148	urinary tract infection	Disease	treats
00132	alpha-linolenic acid	Chemical	DOID:162	cancer	Disease	treats
00537	ciprofloxacin	Chemical			Chemical	interacts with
00826	natamycin	Chemical	DOID:1731	histoplasmosis	Disease	treats
01221	ketamine	Chemical	DOID:302	substance abuse	Disease	treats
00415	ampicillin	Chemical	DOID:9470	bacterial meningitis	Disease	treats
00586	diclofenac	Chemical	DOID:14087	medial epicondylitis	Disease	treats
01638	D-sorbitol	Chemical			Chemical	interacts with
00826	natamycin	Chemical	DOID:1508	candidiasis	Disease	treats
00415	ampicillin	Chemical	DOID:8478	actinomycosis	Disease	treats
00646	nystatin	Chemical	DOID:2272	vulvovaginal candidiasis	Disease	treats
01097	leflunomide	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
01221	ketamine	Chemical	DOID:1596	mental depression	Disease	treats
01221	ketamine	Chemical			Chemical	interacts with
00826	natamycin	Chemical	DOID:6195	conjunctivitis	Disease	treats
00586	diclofenac	Chemical	DOID:13189	gout	Disease	treats
00586	diclofenac	Chemical	DOID:6364	migraine	Disease	treats
00415	ampicillin	Chemical	DOID:2515	meningococcal disease	Disease	treats
00586	diclofenac	Chemical	DOID:12783	migraine without aura	Disease	treats
00415	ampicillin	Chemical	DOID:13258	typhoid fever	Disease	treats
00826	natamycin	Chemical	DOID:12663	blastomycosis	Disease	treats
00415	ampicillin	Chemical	DOID:7551	gonorrhea	Disease	treats
00586	diclofenac	Chemical	DOID:574	peripheral neuropathy	Disease	treats
00586	diclofenac	Chemical	DOID:870	peripheral neuropathy	Disease	treats
01638	D-sorbitol	Chemical	DOID:2089	constipation	Disease	treats
01221	ketamine	Chemical	DOID:1470	major depressive disorder	Disease	treats
00415	ampicillin	Chemical	DOID:12386	balantidiasis	Disease	treats
00646	nystatin	Chemical	DOID:0080161	cutaneous candidiasis	Disease	treats
00826	natamycin	Chemical	DOID:1564	fungal infectious disease	Disease	treats
00586	diclofenac	Chemical	DOID:8866	actinic keratosis	Disease	treats
00826	natamycin	Chemical	DOID:13564	aspergillosis	Disease	treats
00586	diclofenac	Chemical	DOID:381	arthropathy	Disease	treats
00586	diclofenac	Chemical	DOID:848	arthritis	Disease	treats
00415	ampicillin	Chemical	DOID:0080784	urinary tract infection	Disease	treats
00415	ampicillin	Chemical	DOID:13148	urinary tract infection	Disease	treats
00586	diclofenac	Chemical			Chemical	interacts with
00415	ampicillin	Chemical	DOID:0060000	infective endocarditis	Disease	treats
00586	diclofenac	Chemical	DOID:7147	ankylosing spondylitis	Disease	treats
00586	diclofenac	Chemical	DOID:9600	plantar fasciitis	Disease	treats
00826	natamycin	Chemical	DOID:9423	blepharitis	Disease	treats
01097	leflunomide	Chemical	DOID:848	arthritis	Disease	treats
08974	flubendazole	Chemical			Chemical	interacts with
08974	flubendazole	Chemical	DOID:7033	anisakiasis	Disease	treats
00826	natamycin	Chemical	DOID:13450	coccidioidomycosis	Disease	treats
00826	natamycin	Chemical	DOID:14484	sporotrichosis	Disease	treats
01638	D-sorbitol	Chemical	DOID:783	end stage renal failure	Disease	treats
00415	ampicillin	Chemical	DOID:11405	diphtheria	Disease	treats
00826	natamycin	Chemical	DOID:12053	cryptococcosis	Disease	treats
00826	natamycin	Chemical			Chemical	interacts with
00415	ampicillin	Chemical			Chemical	interacts with
00586	diclofenac	Chemical	DOID:676	juvenile rheumatoid arthritis	Disease	treats
00415	ampicillin	Chemical	DOID:11330	erysipelas	Disease	treats
00646	nystatin	Chemical	DOID:14262	oral candidiasis	Disease	treats
00415	ampicillin	Chemical	DOID:13444	glanders	Disease	treats
00586	diclofenac	Chemical	DOID:161	keratosis	Disease	treats
00586	diclofenac	Chemical	DOID:8398	osteoarthritis	Disease	treats
00415	ampicillin	Chemical	DOID:11573	listeriosis	Disease	treats
01097	leflunomide	Chemical			Chemical	interacts with
00586	diclofenac	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
00826	natamycin	Chemical	DOID:4677	keratitis	Disease	treats
01007	tioconazole	Chemical	DOID:2272	vulvovaginal candidiasis	Disease	treats
05266	ibudilast	Chemical	DOID:0080600	COVID-19	Disease	treats
01053	benzylpenicillin	Chemical	DOID:13238	Haverhill fever	Disease	treats
00428	α-streptozocin	Chemical	DOID:1793	pancreatic cancer	Disease	treats
00387	procyclidine	Chemical	DOID:9854	lingual-facial-buccal dyskinesia	Disease	treats
00446	chloramphenicol	Chemical	DOID:14095	boutonneuse fever	Disease	treats
00238	nevirapine	Chemical	DOID:635	HIV/AIDS	Disease	treats
00887	bumetanide	Chemical	DOID:11396	pulmonary edema	Disease	treats
01053	benzylpenicillin	Chemical	DOID:13431	bejel	Disease	treats
01053	benzylpenicillin	Chemical	DOID:4166	syphilis	Disease	treats
01429	aprindine	Chemical			Chemical	interacts with
01429	aprindine	Chemical	DOID:114	heart disease	Disease	treats
00887	bumetanide	Chemical	DOID:6000	congestive heart failure	Disease	treats
00446	chloramphenicol	Chemical	DOID:11254	Brill-Zinsser disease	Disease	treats
01053	benzylpenicillin	Chemical	DOID:0050061	Erysipelothrix rhusiopathiae infectious disease	Disease	treats
01053	benzylpenicillin	Chemical	DOID:10371	yaws	Disease	treats
00387	procyclidine	Chemical	DOID:0080855	parkinsonian syndrome	Disease	treats
01053	benzylpenicillin	Chemical	DOID:7551	gonorrhea	Disease	treats
00446	chloramphenicol	Chemical	DOID:10242	ehrlichiosis	Disease	treats
00387	procyclidine	Chemical			Chemical	interacts with
00537	ciprofloxacin	Chemical	DOID:13258	typhoid fever	Disease	treats
00428	α-streptozocin	Chemical	DOID:5672	large intestine cancer	Disease	treats
01053	benzylpenicillin	Chemical	DOID:1022	pinta disease	Disease	treats
01053	benzylpenicillin	Chemical	DOID:13036	tick-borne relapsing fever	Disease	treats
00887	bumetanide	Chemical	DOID:784	KKaka	Disease	treats
00238	nevirapine	Chemical			Chemical	interacts with
01166	cilostazol	Chemical	DOID:3526	cerebral infarction	Disease	treats
01053	benzylpenicillin	Chemical			Chemical	interacts with
06774	capsaicin	Chemical	DOID:574	peripheral neuropathy	Disease	treats
06774	capsaicin	Chemical	DOID:870	peripheral neuropathy	Disease	treats
09270	ubidecarenone	Chemical			Chemical	interacts with
12243	edaravone	Chemical	DOID:332	amyotrophic lateral sclerosis	Disease	treats
00404	alprazolam	Chemical	DOID:14320	generalized anxiety disorder	Disease	treats
00051	adalimumab	Chemical	DOID:13141	uveitis	Disease	treats
00279	triiodothyronine	Chemical	DOID:7997	thyrotoxicosis	Disease	treats
00284	acarbose	Chemical	DOID:0111100	maturity-onset diabetes of the young type 2	Disease	treats
02638	terlipressin	Chemical	DOID:11823	hepatorenal syndrome	Disease	treats
00279	triiodothyronine	Chemical	DOID:12176	goiter	Disease	treats
00054	abciximab	Chemical	DOID:8805	unstable angina	Disease	treats
00404	alprazolam	Chemical			Chemical	interacts with
00580	valdecoxib	Chemical			Chemical	interacts with
00747	L-scopolamine	Chemical	DOID:4730	vasomotor rhinitis	Disease	treats
09488	acrivastine	Chemical			Chemical	interacts with
01394	(S)-(−)-colchicine	Chemical	DOID:13189	gout	Disease	treats
00747	L-scopolamine	Chemical	DOID:14332	postencephalitic Parkinson disease	Disease	treats
01014	balsalazide	Chemical			Chemical	interacts with
09270	ubidecarenone	Chemical	DOID:6000	congestive heart failure	Disease	treats
00580	valdecoxib	Chemical	DOID:8398	osteoarthritis	Disease	treats
01014	balsalazide	Chemical	DOID:8577	ulcerative colitis	Disease	treats
00747	L-scopolamine	Chemical	DOID:13934	facial paralysis	Disease	treats
00580	valdecoxib	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
00279	triiodothyronine	Chemical	DOID:11634	myxedema	Disease	treats
00051	adalimumab	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
09270	ubidecarenone	Chemical	DOID:12858	Huntington's disease	Disease	treats
00279	triiodothyronine	Chemical	DOID:7188	autoimmune thyroiditis	Disease	treats
08845	alpha-ketoglutaric acid	Chemical			Chemical	interacts with
01394	(S)-(−)-colchicine	Chemical	DOID:1787	pericarditis	Disease	treats
01296	D-glucosamine	Chemical			Chemical	interacts with
00747	L-scopolamine	Chemical	DOID:12384	dysentery	Disease	treats
09270	ubidecarenone	Chemical	DOID:1168	familial hyperlipidemia	Disease	treats
01394	(S)-(−)-colchicine	Chemical	DOID:13241	Behçet's disease	Disease	treats
00054	abciximab	Chemical	DOID:9408	acute myocardial infarction	Disease	treats
00054	abciximab	Chemical			Chemical	interacts with
00051	adalimumab	Chemical			Chemical	interacts with
00404	alprazolam	Chemical	DOID:2030	anxiety disorder	Disease	treats
02638	terlipressin	Chemical			Chemical	interacts with
00747	L-scopolamine	Chemical	DOID:9383	iridocyclitis	Disease	treats
09488	acrivastine	Chemical	DOID:1555	urticaria	Disease	treats
09488	acrivastine	Chemical	DOID:1205	allergy	Disease	treats
01394	(S)-(−)-colchicine	Chemical	DOID:0080600	COVID-19	Disease	treats
00404	alprazolam	Chemical	DOID:4964	neurotic disorder	Disease	treats
00284	acarbose	Chemical			Chemical	interacts with
00404	alprazolam	Chemical	DOID:594	panic disorder	Disease	treats
00747	L-scopolamine	Chemical	DOID:5353	colonic disease	Disease	treats
00279	triiodothyronine	Chemical	DOID:3963	thyroid carcinoma	Disease	treats
08845	alpha-ketoglutaric acid	Chemical	DOID:1074	kidney failure	Disease	treats
09270	ubidecarenone	Chemical	DOID:10763	arterial hypertension	Disease	treats
09270	ubidecarenone	Chemical	DOID:8544	chronic fatigue syndrome	Disease	treats
00404	alprazolam	Chemical	DOID:593	agoraphobia	Disease	treats
00747	L-scopolamine	Chemical	DOID:7475	diverticulitis	Disease	treats
02638	terlipressin	Chemical	DOID:112	esophageal varix	Disease	treats
01250	olsalazine	Chemical			Chemical	interacts with
00404	alprazolam	Chemical	DOID:302	substance abuse	Disease	treats
01296	D-glucosamine	Chemical	DOID:8398	osteoarthritis	Disease	treats
12243	edaravone	Chemical			Chemical	interacts with
00404	alprazolam	Chemical	DOID:2055	post-traumatic stress disorder	Disease	treats
00279	triiodothyronine	Chemical			Chemical	interacts with
01422	nitroxoline	Chemical			Chemical	interacts with
00747	L-scopolamine	Chemical			Chemical	interacts with
00459	acitretin	Chemical	DOID:4398	acropustulosis	Disease	treats
00279	triiodothyronine	Chemical	DOID:1459	hypothyroidism	Disease	treats
00051	adalimumab	Chemical	DOID:848	arthritis	Disease	treats
01250	olsalazine	Chemical	DOID:8577	ulcerative colitis	Disease	treats
00051	adalimumab	Chemical	DOID:7147	ankylosing spondylitis	Disease	treats
00747	L-scopolamine	Chemical	DOID:2951	motion sickness	Disease	treats
00459	acitretin	Chemical			Chemical	interacts with
01394	(S)-(−)-colchicine	Chemical			Chemical	interacts with
13868	adefovir	Chemical	DOID:5082	liver cirrhosis	Disease	treats
00372	thiethylperazine	Chemical			Chemical	interacts with
00210	adapalene	Chemical	DOID:6543	acne	Disease	treats
01048	abacavir	Chemical			Chemical	interacts with
00431	lindane	Chemical	DOID:5502	lice infestation	Disease	treats
00887	bumetanide	Chemical	DOID:10763	arterial hypertension	Disease	treats
01162	terazosin	Chemical	DOID:11132	prostatic hypertrophy	Disease	treats
09415	meglumine	Chemical			Chemical	interacts with
00887	bumetanide	Chemical	DOID:5082	liver cirrhosis	Disease	treats
00653	magnesium sulfate	Chemical	DOID:10952	nephritis	Disease	treats
00213	pantoprazole	Chemical	DOID:12642	hiatus hernia	Disease	treats
00982	isotretinoin	Chemical	DOID:8881	rosacea	Disease	treats
02659	cholic acid	Chemical			Chemical	interacts with
09415	meglumine	Chemical	DOID:9111	cutaneous leishmaniasis	Disease	treats
00982	isotretinoin	Chemical			Chemical	interacts with
00784	mefenamic acid	Chemical	DOID:727	premenstrual syndrome	Disease	treats
00982	isotretinoin	Chemical	DOID:769	neuroblastoma	Disease	treats
00982	isotretinoin	Chemical	DOID:1240	leukemia	Disease	treats
01048	abacavir	Chemical	DOID:526	human immunodeficiency virus infectious disease	Disease	treats
00213	pantoprazole	Chemical			Chemical	interacts with
00570	vinblastine	Chemical	DOID:8691	mycosis fungoides	Disease	treats
